,pct_renter_occupied,pct_white,pct_af_am,pct_hispanic,pct_am_ind,pct_asian,pct_nh_pi,pct_multiple,pct_other,renter_occupied_households,median_household_income,median_property_value,label_value,score
38596,med-high,low,low,high,low,low,low,low,low,low,low,low,1,0.07770474785319144
38609,low,high,low,low,low,low,low,low,low,low,low,low,0,0.13016552493448647
38610,high,low,low,med-low,low,low,low,low,low,low,low,low,0,0.2494634879326284
38613,low,low,med-high,low,low,low,low,low,low,low,low,low,0,0.15224548421693465
38614,med-low,med-high,low,med-low,low,low,low,low,low,low,med-low,low,0,0.01842809690105667
38617,med-high,low,med-high,med-low,low,low,low,low,low,low,low,low,1,0.6304331825553807
38618,med-high,med-low,low,med-low,low,low,low,low,low,low,low,low,0,0.13040765103531698
38622,low,med-low,low,med-low,low,low,low,low,low,low,low,low,0,0.01032820967562083
38626,low,high,low,low,low,low,low,low,low,low,med-low,low,0,0.06958710066305002
38628,low,high,low,low,low,low,low,low,low,low,med-low,low,0,0.011201870383441368
38632,med-low,low,high,low,low,low,low,low,low,low,low,low,1,0.7046467821995769
38635,low,med-high,low,low,low,low,low,low,low,low,med-low,low,0,0.010007183908045978
38636,med-high,low,low,high,low,low,low,low,low,low,low,low,1,0.5548806116426866
38643,med-high,low,low,high,low,low,low,low,low,low,low,low,0,0.0021943099739608436
38656,high,med-low,low,med-low,low,low,low,low,low,low,low,low,0,0.03609473377157737
38657,low,high,low,low,low,low,low,low,low,low,med-low,low,0,0.03694165411830718
38660,med-low,low,med-low,med-low,low,low,low,low,low,low,low,low,0,0.1127962002480807
38661,med-low,high,low,low,low,low,low,low,low,low,med-low,low,0,0.020540542219606533
38665,low,med-low,med-low,low,low,low,low,med-low,low,low,low,low,0,0.015859870111837183
38673,med-high,low,low,high,low,low,low,low,low,low,low,low,0,0.05794817747997452
38683,low,high,low,low,low,low,low,low,low,low,med-low,low,0,0.01
38686,high,low,high,low,low,low,low,low,low,low,low,low,0,0.4021460785509956
38690,med-low,med-low,low,med-low,low,low,low,low,low,low,med-low,low,0,0.003811575857326331
38691,med-high,low,low,med-low,low,med-low,low,low,low,low,low,low,0,0.026133178650260484
38692,low,low,low,low,low,med-low,low,low,low,low,med-low,low,0,0.2849176797015328
38714,high,low,low,high,low,low,low,low,low,low,low,low,0,0.29144260125839067
38717,med-high,low,low,med-low,low,low,low,low,low,low,low,low,1,0.6792866411740782
38719,med-high,low,low,med-high,low,low,low,low,low,low,low,low,0,0.17316719612082093
38721,med-low,low,high,low,low,low,low,low,low,low,low,low,0,0.034225626646069394
38724,high,low,high,low,low,low,low,low,low,low,low,low,0,0.5917479148315903
38725,high,low,med-high,low,low,low,low,low,low,low,low,low,1,0.4576117007041665
38726,low,low,high,low,low,low,low,low,low,low,med-low,low,0,0.012552292934867664
38727,med-low,high,low,low,low,low,low,low,low,low,med-low,low,0,0.000500683223484913
38729,med-high,low,low,high,low,low,low,low,low,low,low,low,0,0.17412372561896536
38733,med-low,low,high,low,low,low,low,low,low,low,low,low,0,0.32415096154654977
38736,med-low,low,low,med-high,low,low,low,low,low,low,low,low,0,0.08324866812805197
38751,med-high,low,low,high,low,low,low,low,low,low,low,low,0,0.14793261159404936
38752,high,low,high,low,low,low,low,low,low,low,low,low,0,0.17370463848425394
38756,med-low,med-low,med-low,low,low,low,low,low,low,low,low,low,1,0.9894666807232017
38757,med-high,high,low,low,low,low,low,low,low,low,med-low,low,0,0.5789498717656613
38764,low,med-high,low,med-low,low,low,low,low,low,low,med-low,low,1,0.14944187337489853
38767,med-high,low,high,low,low,low,low,low,low,low,low,low,0,0.5534778138528139
38768,med-low,high,low,low,low,low,low,low,low,low,low,low,0,0.012657592961004095
38771,med-high,low,med-high,med-low,low,low,low,low,low,low,low,low,1,0.40924146686646695
38773,med-low,low,low,high,low,low,low,low,low,low,low,low,0,0.08547665179838916
38789,med-low,high,low,low,low,low,low,low,low,med-low,med-high,med-low,0,0.2390686439416949
38790,med-high,low,low,med-high,low,low,low,low,low,low,low,low,0,0.14525248280984107
38793,med-low,low,high,low,low,low,low,low,low,low,low,low,1,0.3353400235517171
38795,med-low,med-high,low,med-low,low,low,low,low,low,low,low,low,0,0.004517397260861877
38796,med-high,low,high,low,low,low,low,low,low,low,low,low,1,0.8634663277151887
38799,med-low,low,low,high,low,low,low,low,low,low,low,low,0,0.09300809356662564
38802,med-high,low,med-low,low,low,low,low,low,high,low,low,low,0,0.38600265341383755
38803,low,med-low,low,med-high,low,low,low,low,low,low,low,low,0,0.014874689657729262
38805,med-high,med-high,med-low,low,low,low,low,low,low,low,low,low,0,0.01530588100624865
38810,med-high,low,high,low,low,low,low,low,low,low,low,low,0,0.30833673271173273
38816,low,med-high,low,low,low,med-low,low,low,low,low,med-low,low,0,0.01
38822,high,med-high,low,low,low,med-low,low,low,low,med-low,med-low,low,1,0.22073329318123341
38823,low,high,low,low,low,low,low,low,low,low,med-high,med-low,0,0.0
38824,med-low,med-low,low,med-low,low,low,low,low,low,low,low,low,0,0.066373208770655
38832,high,low,high,low,low,low,low,low,low,low,low,low,1,0.9891596364084221
38833,med-high,low,low,high,low,low,low,low,low,low,low,low,0,0.11811181657504691
38835,med-high,low,high,low,low,low,low,low,low,low,low,low,1,0.871608934219063
38836,med-high,low,high,low,low,low,low,low,low,low,low,low,1,0.9000458418571234
38837,med-high,low,low,high,low,low,low,low,low,low,low,low,1,0.31081869141406093
38841,high,low,high,low,low,low,low,low,low,low,low,low,1,0.9402586331853433
38845,med-low,med-high,low,med-low,low,low,low,low,low,low,med-low,low,0,0.03800148446143353
38846,low,med-high,low,low,low,med-low,low,low,low,low,med-low,low,0,0.010013059348704025
38849,med-high,low,high,low,low,low,low,low,low,low,low,low,1,0.2186132774348807
38854,med-high,low,med-low,med-low,low,low,low,low,low,low,low,low,1,0.9719781197593703
38861,med-high,low,high,low,low,low,low,low,low,low,med-low,low,0,0.320633547008547
38862,med-high,low,low,high,low,low,low,low,low,low,low,low,0,0.0945682884144564
38877,low,med-low,med-high,low,low,low,low,low,low,low,med-low,low,1,0.5198768176268176
38878,low,med-high,low,low,low,low,low,low,low,low,med-low,low,0,0.010059476842913641
38879,high,high,low,low,low,low,low,low,low,low,med-low,low,0,0.03393062385405261
38882,high,med-low,low,med-high,low,low,low,low,low,low,low,low,0,0.035166751198198884
38883,med-low,low,low,high,low,low,low,low,low,low,low,low,0,0.16785004728907005
38887,med-low,low,high,low,low,low,low,low,low,low,low,low,0,0.2123882148914042
38888,high,low,low,low,low,med-high,low,low,low,low,low,low,0,0.12252178758807478
38892,high,low,low,med-high,low,low,low,low,low,low,low,low,1,0.4404805604914462
38897,med-high,low,low,med-high,low,low,low,low,low,low,low,low,1,0.4627938978901808
38900,low,med-low,low,med-high,low,low,low,low,low,low,low,low,0,0.05006410256410256
38905,med-low,med-high,low,med-low,low,low,low,low,low,low,med-low,low,0,0.007073998921783361
38906,med-high,med-high,low,low,low,low,low,low,low,low,med-low,low,1,0.007077248904921563
38919,med-low,high,low,low,low,low,low,low,low,low,med-low,low,0,0.042916275134690346
38932,med-low,med-low,low,low,low,med-low,low,low,low,low,med-low,low,0,0.1851805818713035
38933,high,low,low,high,low,low,low,low,low,low,low,low,0,0.40524658674658676
38934,med-low,med-high,low,low,low,low,low,low,low,low,low,low,0,0.30198391806521724
38940,med-high,med-low,low,low,low,med-high,low,low,low,med-low,med-low,low,0,0.07006261842017353
38943,med-low,med-high,low,low,low,low,low,low,low,low,low,low,0,0.6311351099640242
38945,med-low,med-low,low,med-high,low,low,low,low,low,low,low,low,0,0.01339894058257399
38960,med-low,med-low,low,med-high,low,low,low,low,low,low,low,low,0,0.052153563410442805
38967,low,med-high,low,low,low,low,low,low,low,low,med-low,low,0,0.005576923076923077
38971,med-high,low,med-high,low,low,low,low,low,low,low,low,low,1,0.9648710672055586
38973,med-low,high,low,low,low,low,low,low,low,med-low,med-low,med-low,1,0.13609926011811957
38975,med-low,high,low,low,low,low,low,low,low,low,med-low,low,0,0.02388709520466476
38978,med-low,low,high,low,low,low,low,low,low,low,low,low,1,0.7511402861185232
38984,med-high,med-high,low,low,low,low,low,low,low,low,low,low,1,0.5066681463201642
38985,low,low,low,low,low,low,low,low,low,low,low,low,0,0.27718555468855827
38992,med-high,high,low,low,low,low,low,low,low,med-low,med-low,low,1,0.5210684207003866
39000,med-low,high,low,low,low,low,low,low,low,low,low,low,0,0.019735292163815418
39004,low,high,low,low,low,low,low,low,low,low,med-low,low,0,0.010007183908045978
39006,med-high,low,med-high,med-low,low,low,low,low,low,low,low,low,1,0.4853597529348304
39009,med-low,low,med-high,low,low,low,low,low,low,low,low,low,1,0.4749610356963298
39013,med-high,med-low,low,low,low,med-low,low,low,low,low,low,low,0,0.01357011743661875
39015,low,high,low,low,low,low,low,low,low,low,med-low,low,0,0.01
39022,med-low,low,low,high,low,low,low,low,low,low,low,low,0,0.10797968603554178
39025,med-low,med-high,low,low,low,low,low,low,low,low,low,low,0,0.012998862877457844
39056,low,med-high,med-low,low,low,low,low,low,low,low,med-high,med-low,0,0.010063450404330937
39064,med-high,low,high,low,low,low,low,low,low,low,low,low,0,0.2368043818594777
39068,low,high,low,low,low,low,low,low,low,low,med-high,low,0,0.0
39070,high,low,high,low,low,low,low,low,low,low,low,low,1,0.9752727094177288
39072,med-low,med-high,low,low,low,low,low,low,low,low,med-low,low,0,0.012481479268514964
39076,med-low,med-high,low,low,low,low,low,low,low,low,med-high,med-low,0,0.11694455434627454
39080,med-high,low,low,high,low,low,low,low,low,low,low,low,0,0.031680579349124514
39082,high,low,high,low,low,low,low,low,low,low,low,low,1,0.298323110442244
39085,med-high,low,high,low,low,low,low,low,low,low,low,low,1,0.9904627210604113
39087,low,high,low,low,low,low,low,low,low,low,low,low,0,0.029955214663915198
39088,low,high,low,low,low,low,low,low,low,low,med-low,low,0,0.01872259525819897
39102,high,low,high,low,low,low,low,low,low,low,low,low,1,0.9694694572512789
39105,med-low,med-high,low,low,low,med-low,low,low,low,low,med-low,low,0,0.08793809630376917
39109,med-low,high,low,low,low,low,low,low,low,low,low,low,0,0.0023953305876814636
39110,med-low,med-high,low,low,low,low,low,low,low,low,low,low,0,0.5201088870356364
39120,low,high,low,low,low,low,low,low,low,low,med-low,low,0,0.02
39123,med-low,high,low,low,low,low,low,low,low,low,low,low,0,0.011268268817739147
39141,med-high,low,low,med-high,low,low,low,low,low,low,low,low,0,0.06681948786570727
39143,med-high,low,high,low,low,low,low,low,low,low,low,low,0,0.4823790580334697
39144,high,low,high,low,low,low,low,low,low,low,low,low,1,0.992252807004659
39155,med-low,low,low,high,low,low,low,low,low,low,low,low,0,0.19208240366462673
39156,med-low,low,high,low,low,low,low,low,low,low,low,low,0,0.07238175279350535
39157,med-high,low,low,med-high,low,low,low,low,low,low,low,low,0,0.13339801997683418
39169,med-high,med-low,low,med-low,low,med-low,low,low,low,low,low,low,0,0.020615608521774482
39170,med-low,high,low,low,low,low,low,low,low,low,low,low,1,0.12128619769675121
39171,med-high,med-low,low,low,low,med-low,low,low,low,low,low,low,0,0.1133949906962879
39192,med-high,med-high,low,low,low,low,low,low,low,med-low,med-low,low,1,0.30229261893077675
39196,med-low,med-high,low,med-low,low,low,low,low,low,low,low,low,0,0.012148374189527203
39203,low,high,low,low,low,low,low,low,low,low,med-low,low,0,0.015847248153827945
39208,med-low,low,low,high,low,low,low,low,low,low,low,low,0,0.027118586370254074
39217,high,low,low,high,low,low,low,low,low,low,low,low,0,0.04217766735636138
39221,med-low,low,low,high,low,low,low,low,low,low,low,low,0,0.05070268779835408
39224,med-high,med-low,med-low,med-low,low,low,low,low,low,low,low,low,0,0.04907895006533483
39225,low,high,low,low,low,low,low,low,low,low,med-high,med-low,0,0.01
39243,low,med-low,low,low,low,med-high,low,low,low,low,low,low,0,0.01
39251,high,low,med-high,low,low,low,low,med-low,low,med-low,low,low,1,0.45509468309468315
39253,med-high,med-high,low,med-low,low,low,low,low,low,med-low,med-low,low,0,0.08507670466755714
39256,med-low,med-high,low,med-low,low,low,low,low,low,low,low,low,0,0.02067918721477876
39260,high,low,high,low,low,low,low,low,low,low,low,low,1,0.9936281522301311
39264,med-low,low,high,low,low,low,low,low,low,low,low,low,0,0.12025676465450769
39265,med-low,med-high,low,low,low,low,low,low,low,low,low,low,0,0.020035398230088496
39269,med-low,low,high,low,low,low,low,low,low,low,low,low,0,0.026302425546050685
39270,med-high,low,low,high,low,low,low,low,low,low,low,low,0,0.06047714137133966
39271,high,med-low,med-high,low,low,low,low,low,low,low,low,low,1,0.9341927769972539
39283,low,high,low,low,low,low,low,low,low,low,med-high,med-low,0,0.013076923076923076
39286,low,med-high,low,low,low,low,low,low,low,low,med-low,low,0,0.01258057745749158
39287,high,low,high,low,low,low,low,low,low,low,low,low,1,0.7176949123516478
39288,high,low,high,low,low,low,low,low,low,low,low,low,1,0.9255631507086676
39289,high,low,med-low,low,low,med-low,low,low,low,med-low,low,low,1,0.2251619872085978
39291,med-low,med-high,low,low,low,low,low,low,low,low,low,low,1,0.4662427849927851
39294,high,low,high,low,low,low,low,low,low,low,low,low,1,0.9765090052738777
39296,med-high,low,high,low,low,low,low,low,low,low,low,low,0,0.35511677819897
39300,high,low,high,low,low,low,low,low,low,low,low,low,1,0.8650665860705269
39303,med-high,low,high,low,low,low,low,low,low,low,low,low,0,0.3478868419772244
39313,low,low,high,low,low,low,low,low,low,low,med-low,low,0,0.059136129533716025
39314,low,low,high,low,low,low,low,low,low,low,low,low,0,0.39685312494523034
39327,med-low,med-low,med-low,low,low,low,low,low,low,low,low,low,1,0.22835508031341367
39333,med-low,med-high,low,low,low,low,low,low,low,low,low,low,1,0.19094516138910247
39336,low,high,low,low,low,low,low,low,low,low,med-low,low,0,0.0
39339,med-high,low,high,low,low,low,low,low,low,low,low,low,0,0.44604201354201356
39340,low,med-high,low,low,low,low,low,low,low,low,low,low,0,0.010150395999644677
39345,med-low,med-low,low,low,low,low,low,low,low,low,low,low,1,0.5488459697146486
39350,low,med-high,low,low,low,low,low,low,low,low,med-low,low,0,0.0264810870726308
39352,med-low,high,low,low,low,low,low,low,low,low,low,low,1,0.0034844884130263275
39354,med-low,med-high,low,low,low,low,low,low,low,low,low,low,1,0.3203630372895078
39355,med-high,med-low,low,med-high,low,low,low,low,low,low,low,low,0,0.01290993071313881
39358,high,low,high,low,low,low,low,low,low,med-low,low,low,1,0.5280209410019718
39360,med-low,med-high,low,med-low,low,low,low,low,low,low,low,low,0,0.22713251607393467
39384,high,med-high,low,low,low,low,low,low,low,med-low,low,med-low,0,0.07093371058199738
39389,high,low,low,high,low,low,low,low,low,low,low,low,0,0.17896610654529904
39396,med-low,low,low,high,low,low,low,low,low,low,low,low,0,0.11753982688036027
39400,med-low,low,low,high,low,low,low,low,low,low,low,low,0,0.030170279891410787
39401,low,low,high,low,low,low,low,low,low,low,low,low,0,0.10232584774419498
39404,med-low,low,high,low,low,low,low,low,low,low,low,low,1,0.7474032743468243
39418,med-high,high,low,low,low,low,low,low,low,low,med-low,med-low,0,0.0005851786912286858
39434,high,low,med-low,med-low,low,low,low,low,low,low,low,low,1,0.5705997449926159
39436,low,low,med-high,low,low,low,low,low,low,low,low,low,1,0.06404924734748399
39437,low,med-low,low,med-high,low,low,low,low,low,low,med-low,low,0,0.017014970472952706
39439,med-low,low,med-high,low,low,low,low,low,low,low,low,low,1,0.20498982825548315
39441,low,med-low,low,med-high,low,low,low,low,low,low,med-low,low,0,0.015799088290194142
39443,med-low,med-high,low,med-low,low,low,low,low,low,low,low,low,0,0.049129036771341686
39446,high,low,high,low,low,low,low,low,low,low,low,low,0,0.5866734819960626
39453,low,med-high,low,low,low,low,low,low,low,low,med-low,low,0,0.02570819208491523
39454,med-high,med-low,low,med-high,low,low,low,low,low,low,low,low,0,0.08087356574684293
39467,med-high,low,high,low,low,low,low,low,low,low,low,low,0,0.20101244730567008
39470,high,low,high,low,low,low,low,low,low,low,low,low,1,0.6688533278422563
39477,high,low,high,low,low,low,low,low,low,low,low,low,1,0.29546138818258494
39481,med-high,low,high,low,low,low,low,low,low,low,low,low,1,0.34935777070028606
39483,med-high,low,high,low,low,low,low,low,low,low,low,low,0,0.13281291655887142
39494,low,high,low,low,low,low,low,low,low,low,med-low,low,0,0.010007183908045978
39497,med-high,low,low,high,low,low,low,low,low,low,low,low,0,0.24017665609244557
39499,med-high,med-high,low,low,low,low,low,low,low,med-low,med-low,low,1,0.8042234647528133
39516,med-low,med-low,low,med-low,low,low,low,med-low,low,low,low,low,0,0.764465063649129
39517,low,med-low,low,med-low,low,low,low,low,low,low,med-low,low,0,0.010635579730895366
39519,med-low,low,low,high,low,low,low,low,low,low,low,low,0,0.4852013958263958
39523,high,med-high,low,low,low,low,low,low,low,med-low,med-low,low,0,0.06517463908352766
39530,med-high,med-high,low,low,low,low,low,low,low,low,low,low,0,0.098617928872393
39531,med-high,low,high,low,low,low,low,low,low,low,low,low,1,0.5228974261033086
39532,med-high,low,high,low,low,low,low,low,low,low,low,low,1,0.9502489010912579
39535,med-low,med-high,low,med-low,low,low,low,low,low,low,low,low,0,0.011882182510961112
39537,low,high,low,low,low,low,low,low,low,low,med-low,low,0,0.01
39539,med-high,low,med-high,low,low,low,low,low,low,low,med-low,low,1,0.9895383589905187
39546,med-high,low,high,low,low,low,low,low,low,low,low,low,1,0.47303465978465986
39549,high,low,low,high,low,low,low,low,low,low,low,low,1,0.0849482424311852
39550,med-high,low,low,high,low,low,low,low,low,low,low,low,1,0.22052842543178766
39567,med-low,med-high,low,low,low,low,low,low,low,low,low,low,0,0.032083395947874065
39570,med-high,low,high,low,med-low,low,low,low,low,low,low,low,1,0.4731353201445817
39572,med-high,low,high,low,low,low,low,low,low,low,low,low,0,0.5433970535637203
39577,low,high,low,low,low,low,low,low,low,low,low,low,0,0.010051599587203301
39578,low,med-high,low,low,low,low,low,low,low,low,med-low,low,1,0.19934380853069605
39583,med-low,med-high,low,med-low,low,low,low,low,low,low,med-low,low,0,0.021715124245459187
39584,low,high,low,low,med-low,low,low,low,low,low,med-low,low,0,0.02
39586,med-high,med-low,low,med-low,low,low,low,low,low,low,low,low,1,0.65779508508983
39588,med-high,med-low,low,med-low,low,low,low,low,low,low,low,low,1,0.06697508515029094
39589,low,high,low,low,low,low,low,low,low,low,low,low,0,0.0014859313844383254
39590,med-low,high,low,low,low,low,low,low,low,low,med-low,low,1,0.005947453685445767
39591,low,high,low,low,low,low,low,low,low,low,med-low,low,0,0.019132021570462697
39592,med-low,low,med-low,low,low,low,low,low,low,low,low,low,0,0.039109731692317865
39594,med-high,low,med-low,med-high,low,low,low,low,low,low,low,low,0,0.7868868063688709
39596,med-high,low,high,low,low,low,low,low,low,low,low,low,1,0.5222993172139515
39612,low,high,low,low,low,low,low,low,low,low,med-high,med-low,0,0.022142857142857145
39614,med-high,med-low,low,med-high,low,low,low,low,low,low,low,low,0,0.011855834791102794
39616,med-low,med-low,low,med-low,low,low,low,med-low,low,low,low,low,0,0.025547566733693645
39620,high,low,high,low,low,low,low,low,low,low,low,low,1,0.7910282841541778
39623,med-high,med-low,low,med-low,low,low,low,low,low,low,low,low,0,0.023248970805233898
39625,low,med-high,low,low,low,low,low,low,low,low,low,low,0,0.01
39626,med-low,med-high,low,low,low,low,low,low,low,low,med-high,med-low,0,0.3264834825315556
39627,med-high,med-high,low,low,low,low,low,low,low,low,med-low,low,0,0.001961757025109592
39629,low,med-high,low,med-low,low,low,low,low,low,low,low,low,0,0.02669020735775065
39632,low,med-high,low,med-low,low,low,low,low,low,low,low,low,1,0.8007365206649526
39633,med-high,low,med-high,med-low,low,low,low,low,low,low,low,low,1,0.8679055238085586
39638,high,low,med-low,med-low,low,low,low,low,low,low,low,low,1,0.8955618622381185
39654,high,med-high,low,med-low,low,low,low,low,low,med-low,low,low,0,0.04843596717400384
39655,med-high,low,low,high,low,low,low,low,low,low,low,low,0,0.2662521477692935
39660,high,low,high,low,low,low,low,low,low,low,low,low,1,0.8363987987875784
39661,low,high,low,low,low,low,low,low,low,low,med-low,low,0,0.01
39662,low,low,low,high,low,low,low,low,low,low,low,low,0,0.016722682829611975
39663,med-high,low,low,high,low,low,low,low,low,low,low,low,0,0.5158714816929458
39669,low,high,low,low,low,low,low,low,low,low,med-low,low,0,0.00045512520214838274
39670,low,high,low,low,low,low,low,low,low,low,med-low,low,0,0.03056315233560833
39677,med-high,low,low,med-high,low,low,med-low,med-low,low,low,low,low,1,0.13703844371491028
39678,med-high,low,med-high,low,low,low,low,low,low,low,low,low,0,0.41578993381580887
39685,low,med-high,low,low,low,low,low,low,low,low,low,low,1,0.4618028112426044
39688,med-high,med-low,med-low,low,low,low,low,low,low,med-low,low,low,1,0.73104690550682
39690,low,high,low,low,low,low,low,low,low,low,low,low,0,0.092332629944812
39694,high,low,high,low,low,low,low,low,low,low,low,low,1,0.8910783519235552
39716,med-high,low,high,low,low,low,low,low,low,low,low,low,0,0.6488694489869579
39718,med-low,low,low,high,low,low,low,low,low,low,low,low,0,0.01896625887983109
39726,med-high,low,low,high,low,low,low,low,low,low,low,low,0,0.09045451326267788
39732,high,low,high,low,low,low,low,low,low,low,low,low,1,0.379883427708328
39742,med-low,med-high,low,low,low,low,low,low,low,low,low,low,1,0.6349873193946153
39747,med-high,high,low,low,low,low,low,low,low,low,low,low,1,0.20611672401934678
39748,low,high,low,low,low,low,low,low,low,low,low,low,0,0.018154541744785528
39755,med-low,low,med-high,low,low,low,low,low,low,low,low,low,1,0.3896610611610612
39775,med-high,low,high,low,low,low,low,low,low,low,low,low,1,0.4899383047508048
39778,low,med-high,low,low,low,low,low,low,low,low,med-low,low,0,0.01
39782,low,med-high,low,low,low,med-low,low,low,low,low,med-high,low,0,0.01
39784,med-high,low,high,low,low,low,low,low,low,low,low,low,0,0.20429244229338053
39800,high,med-low,med-low,low,low,low,low,low,low,low,low,low,0,0.32661203851296833
39802,med-low,med-low,low,med-high,low,low,low,low,low,low,low,low,0,0.05017923275410171
39815,high,low,high,low,low,low,low,low,low,low,low,low,1,0.7632662268353577
39817,med-high,low,med-high,low,low,low,low,low,low,low,low,low,1,0.5009500795710806
39821,med-low,low,high,low,low,low,low,low,low,low,low,low,0,0.045835472092074524
39826,med-high,med-high,low,low,low,low,low,low,low,med-low,low,low,0,0.3249845770053248
39827,high,low,med-low,med-low,low,low,low,low,low,med-low,low,low,1,0.891625527115639
39831,low,high,low,low,low,low,low,low,low,low,low,low,0,0.01005996709143682
39840,med-high,low,med-high,med-low,low,low,low,low,low,low,low,low,1,0.47088517194855223
39846,low,med-low,low,low,low,low,low,low,low,low,low,low,0,0.0710359126959495
39859,med-low,med-low,low,med-low,low,low,low,low,low,low,low,low,0,0.15753837263361808
39861,high,low,low,high,low,low,low,low,low,low,low,low,0,0.15237241847060823
39862,low,high,low,low,low,low,low,low,low,low,med-low,low,0,0.01
39863,med-low,med-high,low,low,low,low,low,low,low,low,low,low,0,0.015788048554280947
39868,low,med-high,low,med-low,low,low,low,low,low,low,med-low,low,0,0.01
39873,high,med-low,low,low,low,low,low,low,low,med-low,low,low,0,0.315235242698478
39882,med-high,med-high,low,low,low,low,low,low,low,low,low,low,0,0.22327388378958501
39883,med-high,med-high,low,med-low,low,low,low,low,low,low,low,low,0,0.06594857529024954
39889,med-high,med-high,low,low,low,low,low,low,low,low,low,high,0,0.008634950087910858
39906,low,high,low,low,low,low,low,low,low,low,med-high,low,0,0.013076923076923076
39913,med-high,med-low,med-low,low,low,low,low,low,low,med-low,low,low,1,0.7649437983376223
39915,med-low,low,high,low,low,low,low,low,low,low,low,low,1,0.8256041478135523
39916,med-low,high,low,low,low,low,low,low,low,low,med-low,low,0,0.1526429537793036
39917,low,low,high,low,low,low,low,low,low,low,med-low,low,1,0.639035024615907
39919,med-low,high,low,low,low,low,low,low,low,low,low,low,0,0.009059739286943029
39921,med-high,low,med-high,med-low,low,low,low,low,low,low,low,low,1,0.4075276331402396
39923,med-high,med-high,low,med-low,low,low,low,low,low,low,low,low,0,0.08248802594650691
39930,high,med-low,med-low,med-low,low,low,low,low,low,low,low,low,0,0.11139694591011141
39933,high,med-low,low,med-high,low,low,low,low,low,low,low,low,0,0.3385388332789323
39940,high,low,med-low,med-low,low,low,low,low,low,low,low,low,0,0.8902868333030963
39959,med-low,low,high,low,low,low,low,low,low,low,low,low,0,0.04407538808877099
39960,med-high,med-high,low,med-low,low,low,low,low,low,low,low,low,0,0.012308840995013672
39966,med-high,med-high,low,low,low,low,low,low,low,low,med-low,low,0,0.02540318532914768
39967,med-high,low,low,high,low,low,low,low,low,low,low,low,0,0.10702300325356978
39969,low,med-high,low,low,low,low,low,low,low,low,med-low,low,0,0.015013059348704028
39970,med-high,med-low,low,med-low,low,low,low,low,low,low,low,low,0,0.025805674905065742
39977,med-low,med-low,med-high,low,low,low,low,low,low,low,low,low,0,0.06319029443300303
39978,low,high,low,low,low,low,low,low,low,low,med-low,low,0,0.01
39979,med-high,low,high,low,low,low,low,low,low,low,low,low,1,0.8905266193925928
39981,med-high,low,low,high,low,low,low,low,low,low,low,low,0,0.027418665802700925
39982,med-low,high,low,low,low,low,low,low,low,low,med-low,low,0,0.004872070239646604
39993,med-high,low,high,low,low,low,low,low,low,low,low,low,0,0.5044932665373841
40013,med-high,med-low,low,med-high,low,low,low,low,low,low,low,low,1,0.1667612838462769
40015,high,med-low,low,low,low,med-low,low,low,low,med-low,med-low,low,1,0.19016901109716475
40016,low,low,med-high,med-low,low,low,low,low,low,low,low,low,0,0.1950468491600169
40020,med-high,med-high,low,low,low,low,low,low,low,low,low,low,0,0.3620439998597893
40024,med-high,med-low,low,med-low,low,low,low,low,low,low,low,low,0,0.037932673529550834
40027,med-high,med-high,low,low,low,low,low,low,low,med-low,med-low,med-low,0,0.1790335249545776
40036,med-high,low,med-high,low,low,low,low,low,low,low,low,low,1,0.12815392419477512
40037,med-low,high,low,low,low,low,low,low,low,low,low,low,1,0.5111497289296071
40046,med-low,low,high,low,low,low,low,low,low,low,low,low,0,0.0498933141813976
40047,med-high,low,med-high,low,low,low,low,low,low,low,low,low,1,0.7226422759387157
40051,low,high,low,low,low,low,low,low,low,low,high,med-low,0,0.0
40073,low,med-low,med-low,low,low,low,low,low,low,low,low,low,0,0.12503305774908074
40078,med-low,low,high,low,low,low,low,low,low,low,low,low,0,0.32118775885891687
40079,med-low,med-high,low,med-low,low,low,low,low,low,low,low,low,0,0.5281930540728024
40082,med-low,low,low,high,low,low,low,low,low,low,low,low,0,0.02110572833688837
40083,med-high,low,high,low,low,low,low,low,low,low,low,low,1,0.9946913101274296
40090,med-high,med-high,low,low,low,low,low,low,low,low,med-low,low,0,0.008492781751074183
40094,med-high,low,high,low,low,low,low,low,low,low,low,low,1,0.7472887009027122
40096,med-high,low,high,low,low,low,low,low,low,low,low,low,0,0.24295148238936537
40131,med-high,low,high,low,low,low,low,low,low,low,low,low,0,0.031706401122325714
40136,med-high,low,med-low,med-high,low,low,low,low,low,low,low,low,0,0.19411430636926535
40138,med-high,med-high,low,med-low,low,low,low,low,low,low,low,low,0,0.05786125731581822
40139,high,low,high,low,low,low,low,low,low,low,low,low,0,0.4909509877096083
40168,low,med-high,low,med-low,low,low,low,low,low,low,low,low,0,0.010027027027027027
40169,high,med-high,low,low,low,low,low,low,low,low,low,low,0,0.018355314695083134
40173,med-low,low,high,low,low,low,low,low,low,low,low,low,1,0.9768198600146881
40180,med-low,med-low,low,low,low,med-low,low,low,low,low,low,low,0,0.20078538776988886
40190,med-low,med-low,med-high,low,low,low,low,low,low,low,low,low,1,0.24098370693762225
40195,med-low,low,high,low,low,low,low,low,med-low,low,low,low,0,0.04689518397329064
40204,med-high,low,high,low,low,low,low,low,low,low,low,low,1,0.45045745386378727
