,pct_renter_occupied,pct_white,pct_af_am,pct_hispanic,pct_am_ind,pct_asian,pct_nh_pi,pct_multiple,pct_other,renter_occupied_households,median_household_income,median_property_value,label_value,score
10491,med-low,low,low,high,low,low,low,low,low,low,low,low,0,0.11822822328338548
10499,low,low,med-low,med-low,low,low,low,low,low,low,low,low,0,0.014148463266574256
10507,med-low,low,high,low,low,low,low,low,low,low,low,low,0,0.014148463266574256
10516,med-low,low,high,low,low,low,low,low,low,low,low,low,0,0.014148463266574256
10525,low,low,high,low,low,low,low,low,low,low,low,low,0,0.11822822328338548
10532,med-low,low,high,low,low,low,low,low,low,low,low,low,0,0.17674691720493246
10540,med-high,low,high,low,low,low,low,low,low,low,low,low,0,0.014148463266574256
10549,med-low,low,high,low,low,low,low,low,low,low,low,low,0,0.5587188612099644
10560,med-low,low,low,high,low,low,low,low,low,low,low,low,0,0.11822822328338548
10569,high,low,low,high,low,low,low,low,low,low,low,low,0,0.11822822328338548
10576,med-low,low,low,high,low,low,low,low,low,low,low,low,0,0.014148463266574256
10585,med-high,low,low,high,low,low,low,low,low,low,low,low,0,0.5587188612099644
10590,med-low,low,low,high,low,low,low,low,low,low,low,low,0,0.014148463266574256
10596,med-low,low,low,high,low,low,low,low,low,low,low,low,0,0.11822822328338548
10602,med-low,low,low,high,low,low,low,low,low,low,low,low,0,0.014148463266574256
10606,low,low,low,high,low,low,low,low,low,low,low,low,0,0.014148463266574256
10618,low,low,low,high,low,low,low,low,low,low,low,low,0,0.014148463266574256
10624,med-low,low,low,high,low,low,low,low,low,low,low,low,0,0.014148463266574256
10633,med-low,med-low,low,med-high,low,low,low,low,low,low,low,low,0,0.014148463266574256
10642,med-low,med-low,low,med-high,low,low,low,low,low,low,low,low,0,0.014148463266574256
10649,low,med-low,low,med-high,low,low,low,low,low,low,low,low,0,0.014148463266574256
10656,low,med-low,low,med-high,low,low,low,low,low,low,low,low,0,0.014148463266574256
10664,low,low,low,high,low,low,low,low,low,low,low,low,0,0.014148463266574256
10672,med-high,low,med-low,med-high,low,low,low,low,low,low,low,low,1,0.3495702005730659
10685,med-low,low,high,low,low,low,low,low,low,low,low,low,0,0.5587188612099644
10692,high,low,high,low,low,low,low,low,low,low,low,low,0,0.3495702005730659
10709,med-low,low,high,low,low,low,low,low,low,low,low,low,1,0.5587188612099644
10717,med-high,low,high,low,low,low,low,low,low,low,low,low,1,0.5587188612099644
10730,low,low,high,low,low,low,low,low,low,low,low,low,0,0.014148463266574256
10740,low,low,high,low,low,low,low,low,low,low,low,low,0,0.014148463266574256
10748,low,low,high,low,low,low,low,low,low,low,low,low,0,0.014148463266574256
10755,med-low,low,high,low,low,low,low,low,low,low,low,low,0,0.17674691720493246
10763,low,low,high,low,low,low,low,low,low,low,med-low,low,0,0.11822822328338548
10773,med-high,low,high,low,low,low,low,low,low,low,low,low,1,0.5587188612099644
10780,med-high,low,high,low,low,low,low,low,low,low,low,low,0,0.5587188612099644
10787,med-low,low,high,low,low,low,low,low,low,low,low,low,0,0.014148463266574256
10793,med-low,low,high,low,low,low,low,low,low,low,low,low,0,0.3495702005730659
10799,low,low,high,low,low,low,low,low,low,low,low,low,0,0.11822822328338548
10806,low,low,high,low,low,low,low,low,low,low,low,low,0,0.11822822328338548
10815,med-low,low,high,low,low,low,low,low,low,low,low,low,1,0.7490176817288802
10834,high,low,high,low,low,low,low,low,low,low,low,low,1,0.7490176817288802
10840,med-low,low,high,low,low,low,low,low,low,low,low,low,0,0.014148463266574256
10847,med-low,low,high,low,low,low,low,low,low,low,low,low,1,0.5587188612099644
10864,high,low,high,low,low,low,low,low,low,low,low,low,1,0.9336426914153132
10873,high,low,high,low,low,low,low,low,low,low,low,low,0,0.32599837000814996
10880,high,low,high,low,low,low,low,low,low,low,low,low,0,0.32599837000814996
10886,high,low,high,low,low,low,low,low,low,med-low,low,low,1,0.9336426914153132
10902,low,med-low,low,med-high,low,low,low,low,low,low,med-low,low,0,0.014148463266574256
10909,low,med-high,low,med-low,low,low,low,low,low,low,low,low,1,0.17674691720493246
10914,med-low,med-low,low,med-high,low,low,low,low,low,low,low,low,0,0.11822822328338548
10926,low,med-high,low,med-low,low,low,low,low,low,low,med-low,low,0,0.014148463266574256
10946,med-low,med-high,low,med-low,low,low,low,low,low,low,low,low,0,0.014148463266574256
10953,med-low,low,low,med-high,low,low,low,low,low,low,low,low,0,0.014148463266574256
10968,low,low,low,med-high,low,low,low,low,low,low,low,low,0,0.014148463266574256
10975,low,low,high,low,low,low,low,low,low,low,low,low,0,0.11822822328338548
10981,low,low,low,med-high,low,low,low,low,low,low,low,low,0,0.014148463266574256
10990,low,med-low,low,med-high,low,low,low,low,low,low,low,low,0,0.014148463266574256
11007,med-low,med-low,low,med-high,low,low,low,low,low,low,med-low,low,0,0.11822822328338548
11017,med-low,med-low,low,med-high,low,low,low,low,low,low,low,low,0,0.11822822328338548
11030,med-low,med-low,low,med-low,low,low,low,low,low,low,low,low,0,0.014148463266574256
11050,low,med-high,low,med-low,low,low,low,low,low,low,med-low,low,0,0.014148463266574256
11067,low,med-high,low,med-low,low,low,low,low,low,low,med-low,low,0,0.014148463266574256
11081,low,high,low,low,low,low,low,low,low,low,med-low,low,0,0.014148463266574256
11088,med-low,med-low,low,med-low,low,low,low,low,low,low,med-low,low,0,0.014148463266574256
11095,low,med-low,low,med-high,low,low,low,low,low,low,med-low,low,0,0.014148463266574256
11103,low,high,low,low,low,low,low,low,low,low,low,low,0,0.014148463266574256
11110,low,med-high,low,med-low,low,low,low,low,low,low,low,low,0,0.014148463266574256
11119,med-low,med-high,low,med-low,low,low,low,low,low,low,low,low,0,0.014148463266574256
11128,low,low,low,high,low,low,low,low,low,low,low,low,0,0.014148463266574256
11135,low,med-high,low,med-low,low,low,low,low,low,low,med-low,low,0,0.014148463266574256
11154,low,med-high,low,med-low,low,low,low,low,low,low,med-low,low,0,0.014148463266574256
11164,low,med-high,low,med-low,low,low,low,low,low,low,med-low,low,0,0.014148463266574256
11175,med-low,low,low,med-high,low,low,low,low,low,low,low,low,0,0.014148463266574256
11184,low,low,low,high,low,low,low,low,low,low,low,low,0,0.014148463266574256
11190,med-high,low,low,high,low,low,low,low,low,low,low,low,0,0.11822822328338548
11199,med-low,low,low,high,low,low,low,low,low,low,low,low,0,0.17674691720493246
11208,med-high,low,low,high,low,low,low,low,low,low,low,low,0,0.11822822328338548
11215,med-low,low,low,high,low,low,low,low,low,low,low,low,0,0.11822822328338548
11224,med-low,low,low,high,low,low,low,low,low,low,low,low,0,0.014148463266574256
11237,med-low,low,low,high,low,low,low,low,low,low,low,low,0,0.014148463266574256
11246,med-high,low,low,med-high,low,low,low,low,low,low,low,low,0,0.17674691720493246
11262,med-low,low,low,med-high,low,low,low,low,low,low,low,low,0,0.11822822328338548
11271,med-low,low,low,med-high,low,low,low,low,low,low,low,low,0,0.014148463266574256
11280,med-high,low,low,high,low,low,low,low,low,low,low,low,0,0.3495702005730659
11288,med-high,low,low,high,low,low,low,low,low,low,low,low,0,0.11822822328338548
11294,med-low,low,low,high,low,low,low,low,low,low,low,low,0,0.014148463266574256
11304,high,low,low,high,low,low,low,low,low,low,low,low,0,0.014148463266574256
11312,med-low,low,low,med-high,low,low,low,low,low,low,low,low,0,0.11822822328338548
11321,med-low,low,low,med-low,low,med-low,low,low,low,low,low,low,0,0.014148463266574256
11329,med-high,low,low,high,low,low,low,low,low,low,low,low,0,0.32599837000814996
11339,med-high,low,low,med-high,low,low,low,low,low,low,low,low,0,0.014148463266574256
11349,med-high,low,low,high,low,low,low,low,low,low,low,low,0,0.32599837000814996
11359,med-high,low,low,high,low,low,low,low,low,low,low,low,0,0.11822822328338548
11365,low,low,low,med-high,low,low,low,low,low,low,low,low,0,0.014148463266574256
11375,med-high,low,low,high,low,low,low,low,low,low,low,low,0,0.11822822328338548
11383,med-high,low,low,high,low,low,low,low,low,low,low,low,0,0.32599837000814996
11392,med-low,low,low,high,low,low,low,low,low,low,low,low,0,0.014148463266574256
11402,med-high,low,low,high,low,low,low,low,low,low,low,low,0,0.11822822328338548
11411,med-high,low,low,high,low,low,low,low,low,low,low,low,0,0.11822822328338548
11420,med-high,low,low,high,low,low,low,low,low,low,low,low,0,0.11822822328338548
11427,med-high,low,low,high,low,low,low,low,low,low,low,low,0,0.014148463266574256
11433,med-low,low,low,high,low,low,low,low,low,low,low,low,0,0.5587188612099644
11443,med-high,low,low,high,low,low,low,low,low,low,low,low,0,0.3495702005730659
11452,med-high,low,low,high,low,low,low,low,low,low,low,low,0,0.17674691720493246
11460,med-low,low,low,med-low,low,med-low,low,low,low,low,low,low,0,0.11822822328338548
11468,med-high,low,low,high,low,low,low,low,low,low,low,low,0,0.3495702005730659
11478,med-low,low,low,med-high,low,low,low,low,low,low,low,low,0,0.11822822328338548
11487,med-low,low,low,med-high,low,low,low,low,low,low,low,low,1,0.014148463266574256
11494,med-high,low,low,med-high,low,low,low,low,low,low,low,low,0,0.11822822328338548
11502,med-high,low,low,med-high,low,low,low,low,low,low,low,low,0,0.11822822328338548
11525,med-high,low,low,low,low,med-high,low,low,low,low,low,low,0,0.014148463266574256
11532,med-high,low,low,med-low,med-low,med-low,low,low,low,low,low,low,0,0.11822822328338548
11549,med-low,low,low,med-low,low,med-low,low,low,low,low,low,low,0,0.11822822328338548
11557,med-high,med-low,low,low,low,med-low,low,low,low,low,low,low,0,0.11822822328338548
11566,high,low,low,med-high,low,low,low,low,low,low,low,low,0,0.014148463266574256
11575,med-high,med-high,low,low,low,low,low,low,low,low,low,low,0,0.11822822328338548
11585,med-high,med-low,low,med-high,low,low,low,low,low,low,low,low,0,0.014148463266574256
11592,med-low,med-low,low,low,low,med-low,low,low,low,low,low,low,0,0.014148463266574256
11598,high,low,low,high,low,low,low,low,low,low,low,low,0,0.3495702005730659
11607,med-high,low,low,high,low,low,low,low,low,low,low,low,0,0.7490176817288802
11614,med-high,low,low,med-high,low,low,low,low,low,low,low,low,1,0.5587188612099644
11629,med-low,med-high,low,low,low,low,low,low,low,low,low,low,0,0.11822822328338548
11639,med-high,low,med-low,med-low,low,low,low,low,low,low,low,low,0,0.5587188612099644
11646,med-high,low,low,high,low,low,low,low,low,low,low,low,0,0.014148463266574256
11660,med-high,low,low,high,low,low,low,low,low,low,low,low,0,0.17674691720493246
11669,med-high,low,low,high,low,low,low,low,low,low,low,low,0,0.11822822328338548
11678,high,low,med-low,med-high,low,low,low,low,low,low,low,low,1,0.5587188612099644
11684,med-high,low,low,high,low,low,low,low,low,low,low,low,0,0.11822822328338548
11691,med-high,low,low,high,low,low,low,low,low,low,low,low,0,0.32599837000814996
11697,high,low,low,high,low,low,low,low,low,low,low,low,0,0.3495702005730659
11717,med-high,low,low,high,low,low,low,low,low,low,low,low,0,0.3495702005730659
11723,high,low,low,high,low,low,low,low,low,low,low,low,0,0.11822822328338548
11732,med-high,low,low,high,low,low,low,low,low,low,low,low,0,0.11822822328338548
11740,med-low,low,low,med-high,low,low,low,low,low,low,low,low,0,0.11822822328338548
11748,med-high,low,high,low,low,low,low,low,low,low,low,low,0,0.014148463266574256
11757,med-low,low,med-low,med-high,low,low,low,low,low,low,low,low,0,0.11822822328338548
11771,high,low,med-high,med-low,low,low,low,low,low,low,low,low,0,0.5587188612099644
11779,med-high,low,med-low,med-high,low,low,low,low,low,low,low,low,1,0.7490176817288802
11792,med-high,low,high,low,low,low,low,low,low,low,low,low,1,0.7490176817288802
11799,med-high,low,high,low,low,low,low,low,low,low,low,low,0,0.5587188612099644
11806,med-high,low,high,low,low,low,low,low,low,low,low,low,0,0.11822822328338548
11813,med-high,low,high,low,low,low,low,low,low,low,low,low,1,0.3495702005730659
11823,med-low,low,high,low,low,low,low,low,low,low,low,low,0,0.3495702005730659
11830,low,low,low,high,low,low,low,low,low,low,low,low,0,0.014148463266574256
11843,med-low,low,low,high,low,low,low,low,low,low,low,low,0,0.014148463266574256
11852,med-low,med-low,low,med-high,low,low,low,low,low,low,low,low,0,0.014148463266574256
11865,low,med-low,low,med-high,low,low,low,low,low,low,low,low,0,0.014148463266574256
11871,med-low,med-low,low,med-high,low,low,low,low,low,low,low,low,0,0.014148463266574256
11892,low,med-low,low,med-high,low,low,low,low,low,low,low,low,0,0.014148463266574256
11901,med-low,low,low,high,low,low,low,low,low,low,low,low,0,0.014148463266574256
11908,med-low,low,low,high,low,low,low,low,low,low,low,low,0,0.014148463266574256
11926,med-low,low,low,high,low,low,low,low,low,low,low,low,0,0.014148463266574256
11935,low,low,low,high,low,low,low,low,low,low,low,low,0,0.014148463266574256
11943,med-high,low,low,high,low,low,low,low,low,low,low,low,0,0.11822822328338548
11951,med-high,low,low,high,low,low,low,low,low,low,low,low,0,0.11822822328338548
11972,med-high,low,low,high,low,low,low,low,low,low,low,low,0,0.014148463266574256
11987,med-low,low,low,high,low,low,low,low,low,low,low,low,0,0.11822822328338548
11994,med-high,low,low,high,low,low,low,low,low,low,low,low,0,0.3495702005730659
12002,med-low,low,low,high,low,low,low,low,low,low,low,low,0,0.3495702005730659
12019,med-high,low,low,high,low,low,low,low,low,low,low,low,0,0.11822822328338548
12033,med-low,low,low,high,low,low,low,low,low,low,low,low,0,0.11822822328338548
12044,med-low,low,low,high,low,low,low,low,low,low,low,low,0,0.014148463266574256
12051,med-low,low,low,high,low,low,low,low,low,low,low,low,0,0.014148463266574256
12060,med-low,low,low,high,low,low,low,low,low,low,low,low,0,0.11822822328338548
12069,med-low,low,low,high,low,low,low,low,low,low,low,low,0,0.11822822328338548
12078,med-high,low,low,high,low,low,low,low,low,low,low,low,0,0.11822822328338548
12083,low,low,low,high,low,low,low,low,low,low,low,low,0,0.17674691720493246
12091,med-low,med-low,low,med-high,low,low,low,low,low,low,low,low,0,0.11822822328338548
12107,med-low,med-low,low,med-high,low,low,low,low,low,low,low,low,0,0.014148463266574256
12113,low,high,low,low,low,low,low,low,low,low,med-low,low,0,0.014148463266574256
12132,low,med-low,low,med-high,low,low,low,low,low,low,med-low,low,0,0.014148463266574256
12138,low,med-low,low,med-high,low,low,low,low,low,low,med-low,low,0,0.014148463266574256
12146,low,med-high,low,med-low,low,low,low,low,low,low,low,low,0,0.014148463266574256
12151,low,med-high,low,med-low,low,low,low,low,low,low,med-low,low,0,0.014148463266574256
12157,low,med-high,low,med-low,low,low,low,low,low,low,med-low,low,0,0.11822822328338548
12166,med-low,med-low,low,med-low,low,low,low,low,low,low,med-low,low,0,0.014148463266574256
12173,high,med-low,low,med-high,low,low,low,low,low,low,low,low,0,0.11822822328338548
12183,med-low,med-high,low,med-low,low,low,low,low,low,low,low,low,0,0.17674691720493246
12190,med-high,med-high,low,med-low,low,low,low,low,low,low,low,low,1,0.3495702005730659
12196,low,low,low,high,low,low,low,low,low,low,med-low,low,0,0.014148463266574256
12203,low,med-low,low,med-high,low,low,low,low,low,low,low,low,0,0.014148463266574256
12212,low,med-high,low,med-low,low,low,low,low,low,low,low,low,0,0.014148463266574256
12222,med-low,low,low,high,low,low,low,low,low,low,low,low,0,0.014148463266574256
12228,med-low,low,low,high,low,low,low,low,low,low,low,low,0,0.014148463266574256
12236,low,low,low,med-high,low,low,low,low,low,low,low,low,0,0.014148463266574256
12243,med-high,low,low,high,low,low,low,low,low,low,low,low,0,0.014148463266574256
12259,med-high,low,low,high,low,low,low,low,low,low,low,low,0,0.11822822328338548
12267,low,low,low,high,low,low,low,low,low,low,low,low,0,0.014148463266574256
12272,med-low,med-low,low,med-high,low,low,low,low,low,low,low,low,0,0.014148463266574256
12280,med-low,low,low,med-high,low,low,low,low,low,low,low,low,0,0.11822822328338548
12310,med-low,low,low,high,low,low,low,low,low,low,low,low,0,0.014148463266574256
12319,med-low,low,low,high,low,low,low,low,low,low,low,low,0,0.014148463266574256
12328,low,low,low,high,low,low,low,low,low,low,med-low,low,0,0.014148463266574256
12334,low,med-low,low,med-high,low,low,low,low,low,low,low,low,0,0.014148463266574256
12337,med-low,low,low,high,low,low,low,low,low,low,low,low,0,0.11822822328338548
12344,low,low,low,high,low,low,low,low,low,low,low,low,0,0.11822822328338548
12351,low,low,low,high,low,low,low,low,low,low,low,low,0,0.014148463266574256
12359,low,low,low,med-high,low,low,low,low,low,low,low,low,0,0.014148463266574256
12367,low,low,low,high,low,low,low,low,low,low,low,low,0,0.17674691720493246
12372,low,low,low,high,low,low,low,low,low,low,med-low,low,0,0.014148463266574256
12377,med-low,low,low,high,low,low,low,low,low,low,low,low,0,0.014148463266574256
12381,low,low,low,high,low,low,low,low,low,low,low,low,0,0.014148463266574256
12389,low,low,low,high,low,low,low,low,low,low,low,low,0,0.014148463266574256
12397,med-low,med-low,low,med-high,low,low,low,low,low,low,low,low,1,0.5587188612099644
12407,high,low,med-low,med-high,low,low,low,low,low,low,low,low,1,0.9336426914153132
12416,med-low,low,low,high,low,low,low,low,low,low,low,low,0,0.17674691720493246
