year,state,county,region,division,total_bldg,total_units,total_value
2005,13,303,3,5,85,85,5835852
2005,13,305,3,5,21,21,1670174
2005,13,309,3,5,0,0,0
2005,13,311,3,5,383,398,51980377
2005,13,313,3,5,576,713,62860669
2005,13,317,3,5,35,35,4874227
2005,13,319,3,5,3,3,426500
2005,13,321,3,5,63,63,8011535
2005,17,1,2,3,125,125,21693106
2005,17,3,2,3,5,5,580900
2005,17,5,2,3,71,112,13907545
2005,17,7,2,3,487,537,77046115
2005,17,9,2,3,1,1,104000
2005,17,11,2,3,71,72,10242062
2005,17,13,2,3,22,23,2865000
2005,17,15,2,3,81,83,17497422
2005,17,17,2,3,23,86,7042915
2005,17,19,2,3,1211,2032,230993446
2005,17,21,2,3,75,75,8857567
2005,17,23,2,3,6,6,1010500
2005,17,25,2,3,9,9,823600
2005,17,27,2,3,246,249,36859457
2005,17,29,2,3,49,49,4723184
2005,17,31,2,3,7346,18725,2574568422
2005,17,33,2,3,8,8,985000
2005,17,35,2,3,1,1,144450
2005,17,37,2,3,1194,1459,207107907
2005,17,39,2,3,42,44,6340337
2005,17,41,2,3,58,63,7666495
2005,17,43,2,3,2840,3589,1015916584
2005,17,45,2,3,10,11,1595748
2005,17,49,2,3,69,76,10862052
2005,17,51,2,3,12,13,1378714
2005,17,53,2,3,41,44,5781400
2005,17,55,2,3,28,29,2597557
2005,17,57,2,3,96,97,11821671
2005,17,61,2,3,6,6,500000
2005,17,63,2,3,637,687,123721691
2005,17,65,2,3,0,0,0
2005,17,67,2,3,13,14,2199101
2005,17,69,2,3,0,0,0
2005,17,71,2,3,32,32,1884381
2005,17,73,2,3,111,126,17957364
2005,17,75,2,3,69,71,8641169
2005,17,77,2,3,90,122,10575894
2005,17,79,2,3,1,1,150000
2005,17,81,2,3,37,37,5277500
2005,17,83,2,3,184,217,30668651
2005,17,85,2,3,198,202,51656600
2005,17,87,2,3,7,7,510000
2005,17,89,2,3,5467,5499,1065744959
2005,17,91,2,3,749,827,132663113
2005,17,93,2,3,2137,2332,312983205
2005,17,95,2,3,70,70,10189698
2005,17,97,2,3,3577,4206,923337121
2005,17,99,2,3,462,524,86788092
2005,17,101,2,3,0,0,0
2005,17,103,2,3,104,104,17138325
2005,17,105,2,3,88,99,13102964
2005,17,107,2,3,42,43,5129937
2005,17,109,2,3,23,43,4732780
2005,17,111,2,3,3251,3519,586826016
2005,17,113,2,3,742,885,99671224
2005,17,115,2,3,236,306,48308335
2005,17,117,2,3,153,156,22353956
2005,17,119,2,3,1348,1519,250013337
2005,17,121,2,3,43,45,5511559
2005,17,123,2,3,18,18,3027817
2005,17,125,2,3,19,19,2407741
2005,17,127,2,3,37,38,671975
2005,17,129,2,3,65,65,8947635
2005,17,131,2,3,38,103,7708000
2005,17,133,2,3,341,357,58987677
2005,17,135,2,3,41,41,5660169
2005,17,137,2,3,15,20,3635414
2005,17,139,2,3,51,93,8827475
2005,17,141,2,3,276,289,43975878
2005,17,143,2,3,620,945,132420293
2005,17,145,2,3,0,0,0
2005,17,147,2,3,102,102,19389127
2005,17,149,2,3,83,83,4600555
2005,17,151,2,3,0,0,0
2005,17,153,2,3,6,6,828317
2005,17,155,2,3,46,46,6303000
2005,17,157,2,3,83,106,11411606
2005,17,159,2,3,13,13,1770183
2005,17,161,2,3,236,435,53390678
2005,17,163,2,3,1842,1917,278901218
2005,17,165,2,3,0,0,0
2005,17,167,2,3,763,935,142805192
2005,17,173,2,3,17,17,2250000
2005,17,175,2,3,6,6,928700
2005,17,177,2,3,100,110,15400684
2005,17,179,2,3,693,774,127896170
2005,17,181,2,3,43,43,5023413
2005,17,183,2,3,45,45,6241423
2005,17,185,2,3,13,16,2121900
2005,17,187,2,3,23,23,3208772
2005,17,189,2,3,54,54,7478751
2005,17,191,2,3,2,3,239000
2005,17,193,2,3,2,2,267612
2005,17,195,2,3,144,166,22951788
2005,17,197,2,3,8071,8166,1628834935
2005,17,199,2,3,258,341,37450638
2005,17,201,2,3,1716,2029,157666819
2005,17,203,2,3,179,194,31024613
2005,18,1,2,3,142,159,16168866
2005,18,3,2,3,1869,2259,352963379
2005,18,5,2,3,292,292,55237055
2005,18,7,2,3,19,19,2955604
2005,18,9,2,3,16,23,3389549
2005,18,11,2,3,562,751,134358265
2005,18,13,2,3,104,104,17189164
2005,18,15,2,3,121,121,9990012
2005,18,17,2,3,54,54,7973132
2005,18,19,2,3,973,981,159480479
2005,18,21,2,3,30,30,3909538
2005,18,23,2,3,54,54,7415434
2005,18,25,2,3,2,2,233438
2005,18,27,2,3,18,18,3219817
2005,18,29,2,3,292,313,53271662
2005,18,31,2,3,89,90,12075371
2005,18,33,2,3,196,196,30573567
2005,18,35,2,3,261,267,38537474
2005,18,37,2,3,204,204,34418952
2005,18,39,2,3,1016,1024,155249055
2005,18,41,2,3,25,25,1499260
2005,18,43,2,3,342,344,76754711
2005,18,45,2,3,11,11,943000
2005,18,47,2,3,96,97,15432257
2005,18,49,2,3,78,78,8667022
2005,18,51,2,3,125,133,22449113
2005,18,53,2,3,95,96,12226979
2005,18,57,2,3,3830,4276,758383051
2005,18,59,2,3,760,762,131458304
2005,18,61,2,3,181,181,30332061
2005,18,63,2,3,1983,2387,338853498
2005,18,65,2,3,89,144,15945453
2005,18,67,2,3,233,239,46455432
2005,18,69,2,3,139,139,21368906
2005,18,71,2,3,172,175,21539198
2005,18,73,2,3,248,248,41990268
2005,18,75,2,3,34,34,3863215
2005,18,77,2,3,130,130,16001319
2005,18,79,2,3,117,119,8674698
2005,18,81,2,3,1622,1882,307744305
2005,18,83,2,3,52,52,7178751
2005,18,85,2,3,454,547,73806371
2005,18,87,2,3,272,272,29448008
2005,18,89,2,3,2436,2916,486254105
2005,18,91,2,3,453,577,73698624
2005,18,93,2,3,34,36,4306850
2005,18,95,2,3,528,569,86859088
2005,18,97,2,3,3331,4618,610131308
2005,18,99,2,3,195,201,30490564
2005,18,101,2,3,3,3,275000
2005,18,103,2,3,61,61,7431407
2005,18,105,2,3,705,868,101975274
2005,18,107,2,3,94,102,11845833
2005,18,109,2,3,282,306,48100688
2005,18,111,2,3,51,51,7131173
2005,18,113,2,3,234,258,31539314
2005,18,115,2,3,45,45,5612463
2005,18,117,2,3,12,12,845360
2005,18,119,2,3,160,160,30567655
2005,18,121,2,3,45,45,4256712
2005,18,123,2,3,44,44,5928451
2005,18,125,2,3,46,46,4464498
2005,18,127,2,3,1324,1411,269763226
2005,18,129,2,3,96,96,13033487
2005,18,131,2,3,25,25,3453937
2005,18,133,2,3,253,261,44033464
2005,18,135,2,3,42,42,5418402
2005,18,137,2,3,184,225,16808429
2005,18,139,2,3,45,45,6902080
2005,18,141,2,3,869,1072,155828232
2005,18,143,2,3,125,142,15602670
2005,18,145,2,3,256,272,35585737
2005,18,147,2,3,97,97,12331933
2005,18,149,2,3,102,108,13157317
2005,18,151,2,3,298,302,54976332
2005,18,153,2,3,10,10,1500000
2005,18,155,2,3,140,140,8157260
2005,18,157,2,3,918,939,147741345
2005,18,159,2,3,96,119,14585800
2005,18,161,2,3,23,25,3474000
2005,18,163,2,3,631,862,81032918
2005,18,165,2,3,28,28,2773000
2005,18,167,2,3,275,435,39322372
2005,18,169,2,3,55,55,7753323
2005,18,171,2,3,29,29,2465000
2005,18,173,2,3,546,873,111351716
2005,18,175,2,3,93,93,12357725
2005,18,177,2,3,143,159,23944136
2005,18,179,2,3,88,108,16081188
2005,18,181,2,3,77,79,11699170
2005,18,183,2,3,171,174,34028300
2005,24,1,3,5,107,114,16010170
2005,24,3,3,5,1616,2495,259843352
2005,24,5,3,5,1547,1936,349654282
2005,24,9,3,5,488,488,89983426
2005,24,11,3,5,340,362,57380035
2005,24,13,3,5,734,809,158169271
2005,24,15,3,5,629,743,97431448
2005,24,17,3,5,942,1309,226049174
2005,24,19,3,5,346,490,68989040
2005,24,21,3,5,1446,1872,211107815
2005,24,23,3,5,334,334,72840517
2005,24,25,3,5,2257,2659,424514028
2005,24,27,3,5,1371,1778,325925103
2005,24,29,3,5,206,206,40848564
2005,24,31,3,5,1753,3591,717384014
2005,24,33,3,5,3258,3425,534885442
2005,24,35,3,5,387,394,59602244
2005,24,37,3,5,973,993,144724146
2005,24,39,3,5,201,209,26890117
2005,24,41,3,5,648,648,110334192
2005,24,43,3,5,1561,1945,255479215
2005,24,45,3,5,843,1003,121801024
2005,24,47,3,5,749,1121,161870709
2005,24,510,3,5,677,1256,155912930
2005,26,0,2,3,273,273,11997208
2005,26,1,2,3,62,62,10486500
2005,26,3,2,3,77,82,7665576
2005,26,5,2,3,708,713,112154025
2005,26,7,2,3,52,53,8507607
2005,26,9,2,3,142,142,20684255
2005,26,11,2,3,63,78,10511203
2005,26,13,2,3,37,37,4568441
2005,26,15,2,3,341,341,50618124
2005,26,17,2,3,300,300,45689507
2005,26,19,2,3,222,222,40547000
2005,26,21,2,3,699,816,170291627
2005,26,23,2,3,123,127,19828428
2005,26,25,2,3,334,406,50331541
2005,26,27,2,3,258,310,50643649
2005,26,29,2,3,269,277,35912271
2005,26,31,2,3,193,202,30673627
2005,26,33,2,3,90,115,10632039
2005,26,35,2,3,130,134,11081692
2005,26,37,2,3,455,600,95755604
2005,26,39,2,3,166,166,8024783
2005,26,41,2,3,149,149,16446875
2005,26,43,2,3,97,97,10692687
2005,26,45,2,3,449,498,80010853
2005,26,47,2,3,247,470,70728433
2005,26,49,2,3,1764,1854,295837214
2005,26,51,2,3,187,187,25586560
2005,26,53,2,3,46,46,9358138
2005,26,55,2,3,771,1163,114537862
2005,26,57,2,3,57,85,10878463
2005,26,59,2,3,201,205,22540495
2005,26,61,2,3,134,137,17119092
2005,26,63,2,3,117,117,14064042
2005,26,65,2,3,747,1023,125732130
2005,26,67,2,3,308,368,16658400
2005,26,69,2,3,123,123,16421327
2005,26,71,2,3,76,76,8683444
2005,26,73,2,3,408,410,34246180
2005,26,75,2,3,685,897,106279136
2005,26,77,2,3,1102,1156,202897651
2005,26,79,2,3,111,111,14576638
2005,26,81,2,3,2683,2941,469903794
2005,26,83,2,3,26,26,2812501
2005,26,85,2,3,132,132,4179381
2005,26,87,2,3,502,502,79696314
2005,26,89,2,3,209,209,33507060
2005,26,91,2,3,464,532,64056303
2005,26,93,2,3,1464,1537,276749613
2005,26,95,2,3,56,56,2217290
2005,26,97,2,3,184,184,22142214
2005,26,99,2,3,3777,4343,602850925
2005,26,101,2,3,40,41,4960783
2005,26,103,2,3,262,333,34430647
2005,26,105,2,3,167,316,31622629
2005,26,107,2,3,302,459,39356752
2005,26,109,2,3,116,116,8652469
2005,26,111,2,3,198,198,21298928
2005,26,113,2,3,84,84,11477532
2005,26,115,2,3,882,934,141597564
2005,26,117,2,3,235,248,24357334
2005,26,119,2,3,69,69,5767805
2005,26,121,2,3,619,657,96499740
2005,26,123,2,3,236,237,23658584
2005,26,125,2,3,4115,4638,914797691
2005,26,127,2,3,216,216,20154180
2005,26,129,2,3,149,150,14498935
2005,26,131,2,3,22,22,1679882
2005,26,133,2,3,80,80,7759950
2005,26,135,2,3,53,53,4712511
2005,26,137,2,3,104,106,15451609
2005,26,139,2,3,1736,1939,297172482
2005,26,141,2,3,83,83,9914363
2005,26,143,2,3,206,206,20745395
2005,26,145,2,3,516,582,75805278
2005,26,147,2,3,779,798,107661188
2005,26,149,2,3,171,171,24151373
2005,26,151,2,3,91,91,8941000
2005,26,153,2,3,50,50,6902645
2005,26,155,2,3,207,207,27290471
2005,26,157,2,3,151,151,21392534
2005,26,159,2,3,454,454,60683028
2005,26,161,2,3,1474,1676,284717105
2005,26,163,2,3,3324,4574,666247660
2005,26,165,2,3,231,299,30042662
2005,37,1,3,5,1481,1484,190466550
2005,37,3,3,5,157,157,30733525
2005,37,5,3,5,113,113,20074853
2005,37,7,3,5,59,60,8281927
2005,37,9,3,5,340,340,59324465
2005,37,11,3,5,248,288,76331673
2005,37,13,3,5,222,316,45148877
2005,37,15,3,5,36,36,2932440
2005,37,17,3,5,88,88,12717218
2005,37,19,3,5,4320,4710,724937974
2005,37,21,3,5,1972,2549,428801841
2005,37,23,3,5,262,266,37690914
2005,37,25,3,5,2620,2659,335161772
2005,37,27,3,5,339,362,48679772
2005,37,29,3,5,141,141,26384122
2005,37,31,3,5,875,1035,223808118
2005,37,33,3,5,80,80,12525769
2005,37,35,3,5,756,841,151415266
2005,37,37,3,5,667,709,179248471
2005,37,39,3,5,531,531,67458400
2005,37,41,3,5,130,225,28892641
2005,37,43,3,5,229,242,40369799
2005,37,45,3,5,384,492,60790043
2005,37,47,3,5,94,97,8869192
2005,37,49,3,5,1151,1285,138652766
2005,37,51,3,5,2375,3665,387133593
2005,37,53,3,5,484,485,162177418
2005,37,55,3,5,698,726,215481348
2005,37,57,3,5,1065,1104,191235932
2005,37,59,3,5,447,449,72411319
2005,37,61,3,5,123,142,18719989
2005,37,63,3,5,2310,2431,396551938
2005,37,65,3,5,72,74,6555679
2005,37,67,3,5,2864,3138,399894640
2005,37,69,3,5,539,539,85060867
2005,37,71,3,5,1292,1427,183097803
2005,37,73,3,5,42,42,8960080
2005,37,75,3,5,95,95,12699019
2005,37,77,3,5,636,665,91425334
2005,37,79,3,5,29,29,4659628
2005,37,81,3,5,4231,4995,729058160
2005,37,83,3,5,53,90,8223793
2005,37,85,3,5,1184,1190,154406582
2005,37,87,3,5,509,512,91952130
2005,37,89,3,5,931,1035,187921312
2005,37,91,3,5,45,45,6792616
2005,37,93,3,5,660,660,93464539
2005,37,95,3,5,35,35,4197871
2005,37,97,3,5,2094,2546,344667198
2005,37,99,3,5,563,769,161981682
2005,37,101,3,5,1915,1956,277140558
2005,37,103,3,5,25,25,1500000
2005,37,105,3,5,372,557,64488031
2005,37,107,3,5,76,77,13868708
2005,37,109,3,5,734,734,84102485
2005,37,111,3,5,212,246,36661727
2005,37,113,3,5,363,363,85827565
2005,37,115,3,5,143,143,24290600
2005,37,117,3,5,31,31,4806290
2005,37,119,3,5,8598,10828,1399753977
2005,37,121,3,5,68,68,10251000
2005,37,123,3,5,108,108,22533713
2005,37,125,3,5,996,1075,195173894
2005,37,127,3,5,634,692,64809451
2005,37,129,3,5,2560,3401,594003743
2005,37,131,3,5,177,177,17259676
2005,37,133,3,5,1699,1818,215064028
2005,37,135,3,5,1017,1018,179583181
2005,37,137,3,5,101,107,22496374
2005,37,139,3,5,472,548,69321822
2005,37,141,3,5,1068,1095,145927904
2005,37,143,3,5,161,161,32916048
2005,37,145,3,5,233,235,36672500
2005,37,147,3,5,1550,2548,243279515
2005,37,149,3,5,165,165,26496796
2005,37,151,3,5,710,855,105939664
2005,37,153,3,5,298,392,16676347
2005,37,155,3,5,391,391,45697512
2005,37,157,3,5,381,440,63116456
2005,37,159,3,5,651,870,130551750
2005,37,161,3,5,406,437,58102950
2005,37,163,3,5,183,224,28349880
2005,37,165,3,5,64,69,9683831
2005,37,167,3,5,450,516,49161928
2005,37,169,3,5,266,266,39597525
2005,37,171,3,5,188,188,28128915
2005,37,173,3,5,136,136,22937153
2005,37,175,3,5,299,323,84021525
2005,37,177,3,5,23,23,3038629
2005,37,179,3,5,3972,3972,740116398
2005,37,181,3,5,118,118,18511207
2005,37,183,3,5,11605,12119,2166360613
2005,37,185,3,5,155,155,21083180
2005,37,187,3,5,19,19,2757831
2005,37,189,3,5,524,650,141056191
2005,37,191,3,5,605,607,76994067
2005,37,193,3,5,231,231,38761216
2005,37,195,3,5,395,442,47366794
2005,37,197,3,5,141,141,21283580
2005,37,199,3,5,134,156,8183418
2005,39,1,2,3,0,0,0
2005,39,3,2,3,270,320,54055375
2005,39,5,2,3,184,358,29568604
2005,39,7,2,3,214,214,33157014
2005,39,9,2,3,20,26,3340000
2005,39,11,2,3,180,190,25482614
2005,39,13,2,3,22,41,2338100
2005,39,15,2,3,177,202,28408000
2005,39,17,2,3,2601,2777,453236008
2005,39,19,2,3,5,5,372053
2005,39,21,2,3,114,114,17306265
2005,39,23,2,3,260,287,43732003
2005,39,25,2,3,1244,1528,217445804
2005,39,27,2,3,264,264,35145889
2005,39,29,2,3,153,193,25977775
2005,39,31,2,3,5,5,405000
2005,39,33,2,3,57,60,7684148
2005,39,35,2,3,1818,1993,414561311
2005,39,37,2,3,121,169,19866854
2005,39,39,2,3,143,201,22256809
2005,39,41,2,3,1891,1957,513658405
2005,39,43,2,3,253,423,48312923
2005,39,45,2,3,865,992,172508637
2005,39,47,2,3,140,181,23037092
2005,39,49,2,3,4907,7284,1075079637
2005,39,51,2,3,166,171,23088285
2005,39,53,2,3,1,1,57000
2005,39,55,2,3,365,365,101716725
2005,39,57,2,3,1070,1367,248231797
2005,39,59,2,3,73,74,8985081
2005,39,61,2,3,1318,2107,319733909
2005,39,63,2,3,981,981,139308333
2005,39,65,2,3,39,39,4597880
2005,39,67,2,3,3,3,900000
2005,39,69,2,3,75,81,11466586
2005,39,71,2,3,119,144,19665397
2005,39,73,2,3,33,156,9693000
2005,39,75,2,3,110,142,15608874
2005,39,77,2,3,141,166,21505385
2005,39,79,2,3,89,89,10962219
2005,39,81,2,3,8,11,2800365
2005,39,83,2,3,367,373,50853695
2005,39,85,2,3,852,933,180305985
2005,39,87,2,3,30,35,3333867
2005,39,89,2,3,842,1087,168442220
2005,39,91,2,3,176,191,25937943
2005,39,93,2,3,1831,1958,352879159
2005,39,95,2,3,1345,1507,236733479
2005,39,97,2,3,155,163,21845810
2005,39,99,2,3,511,511,90254310
2005,39,101,2,3,197,242,25281679
2005,39,103,2,3,1167,1189,250261261
2005,39,105,2,3,12,12,1032000
2005,39,107,2,3,126,145,23094902
2005,39,109,2,3,307,307,53951728
2005,39,111,2,3,0,0,0
2005,39,113,2,3,1310,1372,222690920
2005,39,115,2,3,63,63,18347528
2005,39,117,2,3,171,171,26832411
2005,39,119,2,3,11,82,3376111
2005,39,121,2,3,27,27,2535580
2005,39,123,2,3,330,336,64256045
2005,39,125,2,3,30,43,5100909
2005,39,127,2,3,88,117,12128775
2005,39,129,2,3,168,169,28584282
2005,39,131,2,3,111,155,14564731
2005,39,133,2,3,678,756,120207179
2005,39,135,2,3,103,109,16249900
2005,39,137,2,3,102,102,16468095
2005,39,139,2,3,317,430,57372949
2005,39,141,2,3,39,39,3953190
2005,39,143,2,3,130,132,16857731
2005,39,145,2,3,17,59,2463830
2005,39,147,2,3,90,122,14150547
2005,39,149,2,3,245,295,40408940
2005,39,151,2,3,1281,1404,228446533
2005,39,153,2,3,1725,1968,350233428
2005,39,155,2,3,383,449,63634617
2005,39,157,2,3,154,164,22501378
2005,39,159,2,3,440,440,80574046
2005,39,161,2,3,67,67,7602942
2005,39,163,2,3,1,4,40000
2005,39,165,2,3,2299,2477,510662663
2005,39,167,2,3,39,39,2063933
2005,39,169,2,3,389,466,74786603
2005,39,171,2,3,120,121,17442971
2005,39,173,2,3,679,1152,126344063
2005,39,175,2,3,58,63,9418993
2005,45,1,3,5,64,64,8817226
2005,45,3,3,5,1158,1159,150633836
2005,45,5,3,5,4,4,353918
2005,45,7,3,5,1465,1931,209936146
2005,45,9,3,5,24,24,3026601
2005,45,11,3,5,36,36,4138741
2005,45,13,3,5,4053,4650,1000991167
2005,45,15,3,5,1795,1869,294053087
2005,45,17,3,5,68,68,11140095
2005,45,19,3,5,4590,6388,1116835673
2005,45,21,3,5,108,108,11628326
2005,45,23,3,5,79,79,12705279
2005,45,25,3,5,98,99,13262835
2005,45,27,3,5,228,228,22473946
2005,45,29,3,5,158,170,30253610
2005,45,31,3,5,181,181,24244155
2005,45,33,3,5,61,61,6505414
2005,45,35,3,5,1966,2561,349100466
2005,45,37,3,5,129,129,18875310
2005,45,39,3,5,106,106,12059659
2005,45,41,3,5,725,725,97491362
2005,45,43,3,5,780,1053,173529012
2005,45,45,3,5,4230,4290,441797425
2005,45,47,3,5,252,258,33839857
2005,45,49,3,5,42,46,3977107
2005,45,51,3,5,6816,11828,1621821111
2005,45,53,3,5,198,198,19874449
2005,45,55,3,5,624,624,65067593
2005,45,57,3,5,405,405,58482816
2005,45,59,3,5,173,173,22606215
2005,45,61,3,5,89,89,3391667
2005,45,63,3,5,2243,2259,293856506
2005,45,65,3,5,57,57,14186941
2005,45,67,3,5,40,40,4467653
2005,45,69,3,5,24,24,2191302
2005,45,71,3,5,118,118,16948123
2005,45,73,3,5,842,861,192374445
2005,45,75,3,5,267,281,26609002
2005,45,77,3,5,593,599,117582049
2005,45,79,3,5,3616,4324,484020260
2005,45,81,3,5,49,49,7327815
2005,45,83,3,5,2126,2131,203861842
2005,45,85,3,5,598,627,60701948
2005,45,87,3,5,41,41,5546696
2005,45,89,3,5,61,61,6525942
2005,45,91,3,5,2912,3081,482204624
2005,51,1,3,5,329,424,52438932
2005,51,3,3,5,771,1073,188886965
2005,51,5,3,5,31,31,3248693
2005,51,7,3,5,169,169,28256973
2005,51,9,3,5,124,124,17888771
2005,51,11,3,5,133,133,16519215
2005,51,13,3,5,176,1275,146078793
2005,51,15,3,5,517,557,90785257
2005,51,17,3,5,31,31,9219738
2005,51,19,3,5,712,744,156966232
2005,51,21,3,5,41,41,2203445
2005,51,23,3,5,273,273,54450270
2005,51,25,3,5,47,47,6078419
2005,51,27,3,5,20,35,1377250
2005,51,29,3,5,102,102,13598922
2005,51,31,3,5,339,339,48405548
2005,51,33,3,5,643,646,108361424
2005,51,35,3,5,185,185,23304800
2005,51,36,3,5,41,41,6463998
2005,51,37,3,5,59,59,5812941
2005,51,41,3,5,2257,2717,354586260
2005,51,43,3,5,221,221,44980338
2005,51,45,3,5,34,34,4858538
2005,51,47,3,5,1488,1502,245811781
2005,51,49,3,5,63,63,7544256
2005,51,51,3,5,18,18,1574000
2005,51,53,3,5,174,174,20388011
2005,51,57,3,5,155,172,23762380
2005,51,59,3,5,2343,4353,491271357
2005,51,61,3,5,706,706,157444940
2005,51,63,3,5,97,102,14385014
2005,51,65,3,5,248,248,50275745
2005,51,67,3,5,515,628,146728154
2005,51,69,3,5,1271,1271,258178405
2005,51,71,3,5,67,67,8230698
2005,51,73,3,5,288,288,51679323
2005,51,75,3,5,380,380,109410691
2005,51,77,3,5,59,59,5534650
2005,51,79,3,5,207,207,42475290
2005,51,81,3,5,60,60,5519134
2005,51,83,3,5,104,104,10903686
2005,51,85,3,5,619,619,138449606
2005,51,87,3,5,1821,2082,279973063
2005,51,89,3,5,84,84,12615367
2005,51,91,3,5,23,23,3449587
2005,51,93,3,5,534,534,113801994
2005,51,95,3,5,1178,1178,243682834
2005,51,97,3,5,60,60,8247714
2005,51,99,3,5,520,529,75528987
2005,51,101,3,5,199,199,26522470
2005,51,103,3,5,131,132,24897887
2005,51,105,3,5,56,57,5916900
2005,51,107,3,5,4733,5199,654843809
2005,51,109,3,5,728,728,141849581
2005,51,111,3,5,30,30,3760350
2005,51,113,3,5,123,123,26224258
2005,51,115,3,5,91,91,17857444
2005,51,117,3,5,195,195,28971822
2005,51,119,3,5,129,132,23826126
2005,51,121,3,5,363,373,67283024
2005,51,125,3,5,216,216,28201788
2005,51,127,3,5,340,340,69928006
2005,51,131,3,5,120,135,27022260
2005,51,133,3,5,232,232,37110593
2005,51,135,3,5,74,74,9412478
2005,51,137,3,5,661,718,151634576
2005,51,139,3,5,222,224,20504281
2005,51,141,3,5,100,100,11903286
2005,51,143,3,5,260,280,32718238
2005,51,145,3,5,360,360,86263162
2005,51,147,3,5,117,130,16146255
2005,51,149,3,5,238,238,32242607
2005,51,153,3,5,5151,5427,692817580
2005,51,155,3,5,149,174,23836829
2005,51,157,3,5,60,60,13387000
2005,51,159,3,5,51,51,9925414
2005,51,161,3,5,384,407,38824461
2005,51,163,3,5,205,208,39657286
2005,51,165,3,5,812,812,142098038
2005,51,167,3,5,79,79,8329948
2005,51,169,3,5,51,51,5712670
2005,51,171,3,5,561,561,91070636
2005,51,173,3,5,50,51,7412345
2005,51,175,3,5,101,103,9528028
2005,51,177,3,5,1523,1665,293821638
2005,51,179,3,5,1458,1639,253031581
2005,51,181,3,5,82,82,11886675
2005,51,183,3,5,35,35,4927641
2005,51,185,3,5,78,85,9472543
2005,51,187,3,5,398,398,82507201
2005,51,191,3,5,275,342,26101455
2005,51,193,3,5,152,152,22800572
2005,51,195,3,5,63,63,8224000
2005,51,197,3,5,126,145,17533250
2005,51,199,3,5,324,360,55790995
2005,51,510,3,5,201,1017,168128228
2005,51,515,3,5,6,6,465650
2005,51,520,3,5,44,97,8316060
2005,51,530,3,5,15,15,2348000
2005,51,540,3,5,171,285,41498531
2005,51,550,3,5,1476,2089,267984295
2005,51,570,3,5,54,54,9582000
2005,51,580,3,5,6,6,407500
2005,51,590,3,5,30,30,5199000
2005,51,595,3,5,16,16,3004480
2005,51,600,3,5,28,28,7125720
2005,51,610,3,5,24,24,4528833
2005,51,620,3,5,62,62,7319615
2005,51,630,3,5,410,410,66220596
2005,51,640,3,5,22,22,1728660
2005,51,650,3,5,308,879,71191829
2005,51,660,3,5,358,386,34481949
2005,51,670,3,5,152,152,6851727
2005,51,678,3,5,9,9,955755
2005,51,680,3,5,473,496,55898160
2005,51,683,3,5,154,154,17877222
2005,51,685,3,5,93,188,14500021
2005,51,690,3,5,9,9,986850
2005,51,700,3,5,223,650,43234870
2005,51,710,3,5,565,1183,154054362
2005,51,720,3,5,1,1,200000
2005,51,730,3,5,21,21,1308890
2005,51,735,3,5,90,90,21434083
2005,51,740,3,5,194,227,21288771
2005,51,750,3,5,24,72,5229022
2005,51,760,3,5,539,754,100341840
2005,51,770,3,5,156,191,17705363
2005,51,775,3,5,66,71,8981642
2005,51,790,3,5,121,197,15601000
2005,51,800,3,5,1090,1090,188565529
2005,51,810,3,5,1112,2103,217921400
2005,51,820,3,5,104,116,15803725
2005,51,830,3,5,31,31,5714020
2005,51,840,3,5,156,219,49244720
2005,54,1,3,5,4,4,204822
2005,54,3,3,5,1888,1935,414772327
2005,54,5,3,5,16,16,1752083
2005,54,7,3,5,1,1,45000
2005,54,9,3,5,23,23,3839814
2005,54,11,3,5,134,241,21922993
2005,54,15,3,5,22,22,1267560
2005,54,19,3,5,119,119,10263549
2005,54,21,3,5,0,0,0
2005,54,23,3,5,76,92,9304388
2005,54,25,3,5,193,193,60445566
2005,54,27,3,5,293,293,24185695
2005,54,29,3,5,25,25,3258150
2005,54,31,3,5,166,166,21999767
2005,54,33,3,5,152,223,33067427
2005,54,35,3,5,15,15,779138
2005,54,37,3,5,527,527,134417778
2005,54,39,3,5,200,329,42945316
2005,54,41,3,5,0,0,0
2005,54,43,3,5,24,24,2171500
2005,54,45,3,5,1,1,80000
2005,54,47,3,5,3,3,68560
2005,54,49,3,5,28,28,1891536
2005,54,51,3,5,11,11,1491246
2005,54,53,3,5,5,5,578115
2005,54,55,3,5,24,24,2696290
2005,54,57,3,5,131,131,16727501
2005,54,59,3,5,4,4,320040
2005,54,61,3,5,52,117,9976586
2005,54,63,3,5,1,1,80000
2005,54,65,3,5,257,257,38367746
2005,54,67,3,5,2,2,279300
2005,54,69,3,5,27,39,3603848
2005,54,71,3,5,27,27,2798750
2005,54,73,3,5,7,7,598000
2005,54,75,3,5,10,10,378147
2005,54,77,3,5,1,1,79000
2005,54,79,3,5,265,274,38004559
2005,54,81,3,5,311,391,43875328
2005,54,83,3,5,4,10,803000
2005,54,85,3,5,4,4,595000
2005,54,87,3,5,99,99,2869888
2005,54,89,3,5,31,31,2305000
2005,54,91,3,5,5,5,513500
2005,54,93,3,5,20,20,1603500
2005,54,95,3,5,0,0,0
2005,54,97,3,5,60,60,7000000
2005,54,99,3,5,64,64,2584200
2005,54,101,3,5,0,0,0
2005,54,103,3,5,5,5,536840
2005,54,105,3,5,38,38,2280000
2005,54,107,3,5,207,222,26656943
2005,54,109,3,5,1,1,81530
2005,55,1,2,3,396,423,53611985
