year,state,county,region,division,total_bldg,total_units,total_value
2010,37,165,3,5,44,80,8538324
2010,37,167,3,5,121,130,16887281
2010,37,169,3,5,40,40,7189075
2010,37,171,3,5,88,88,17761460
2010,37,173,3,5,46,46,9259786
2010,37,175,3,5,103,160,33283991
2010,37,177,3,5,5,5,950000
2010,37,179,3,5,520,520,87196025
2010,37,181,3,5,48,83,10268794
2010,37,183,3,5,3889,4414,768161369
2010,37,185,3,5,32,32,5941884
2010,37,187,3,5,10,10,1637100
2010,37,189,3,5,178,271,54777700
2010,37,191,3,5,251,279,35727845
2010,37,193,3,5,89,89,15062659
2010,37,195,3,5,127,181,30123619
2010,37,197,3,5,55,62,10568282
2010,37,199,3,5,38,44,2714695
2010,39,1,2,3,0,0,0
2010,39,3,2,3,63,116,13504945
2010,39,5,2,3,39,40,5060952
2010,39,7,2,3,79,81,11668758
2010,39,9,2,3,15,195,12569900
2010,39,11,2,3,63,69,11358781
2010,39,13,2,3,13,13,1344906
2010,39,15,2,3,41,41,6750000
2010,39,17,2,3,449,462,88134952
2010,39,19,2,3,3,3,440000
2010,39,21,2,3,29,29,6337339
2010,39,23,2,3,55,57,9892947
2010,39,25,2,3,401,524,60334003
2010,39,27,2,3,33,33,4318900
2010,39,29,2,3,19,19,2378768
2010,39,31,2,3,2,2,170000
2010,39,33,2,3,12,12,2093396
2010,39,35,2,3,499,531,112848013
2010,39,37,2,3,30,30,6760000
2010,39,39,2,3,53,55,7534887
2010,39,41,2,3,575,577,149743373
2010,39,43,2,3,47,47,11186023
2010,39,45,2,3,190,196,39032924
2010,39,47,2,3,23,23,3611000
2010,39,49,2,3,1760,3119,389696440
2010,39,51,2,3,40,40,6401678
2010,39,53,2,3,4,9,501000
2010,39,55,2,3,91,91,26081501
2010,39,57,2,3,307,380,106096162
2010,39,59,2,3,28,28,1834000
2010,39,61,2,3,444,549,90250444
2010,39,63,2,3,84,86,20505343
2010,39,65,2,3,22,22,2999177
2010,39,67,2,3,0,0,0
2010,39,69,2,3,15,15,2079351
2010,39,71,2,3,18,19,1832091
2010,39,73,2,3,5,5,628000
2010,39,75,2,3,3,3,283000
2010,39,77,2,3,35,35,4894871
2010,39,79,2,3,40,40,5979150
2010,39,81,2,3,4,4,904000
2010,39,83,2,3,128,225,23986707
2010,39,85,2,3,271,276,60402481
2010,39,87,2,3,9,10,1634934
2010,39,89,2,3,310,348,46935497
2010,39,91,2,3,59,65,10601963
2010,39,93,2,3,588,620,103908215
2010,39,95,2,3,221,303,47719428
2010,39,97,2,3,30,33,5211973
2010,39,99,2,3,100,100,22803126
2010,39,101,2,3,79,82,12659580
2010,39,103,2,3,423,423,88342376
2010,39,105,2,3,5,5,730000
2010,39,107,2,3,39,39,6125118
2010,39,109,2,3,108,108,22745353
2010,39,111,2,3,0,0,0
2010,39,113,2,3,242,243,44512712
2010,39,115,2,3,6,6,1664520
2010,39,117,2,3,33,33,5674254
2010,39,119,2,3,6,30,2762000
2010,39,121,2,3,12,12,1221084
2010,39,123,2,3,121,136,27552192
2010,39,125,2,3,12,12,1391098
2010,39,127,2,3,26,30,4181682
2010,39,129,2,3,23,23,4174026
2010,39,131,2,3,75,75,12137781
2010,39,133,2,3,175,175,31228939
2010,39,135,2,3,26,27,5198140
2010,39,137,2,3,36,38,7143813
2010,39,139,2,3,45,45,7537398
2010,39,141,2,3,13,13,1193929
2010,39,143,2,3,33,33,4292078
2010,39,145,2,3,8,36,844681
2010,39,147,2,3,14,14,2625700
2010,39,149,2,3,97,98,20727622
2010,39,151,2,3,324,449,73815417
2010,39,153,2,3,501,561,96501147
2010,39,155,2,3,67,73,13120142
2010,39,157,2,3,40,43,6359543
2010,39,159,2,3,115,115,22942592
2010,39,161,2,3,24,30,3596665
2010,39,163,2,3,0,0,0
2010,39,165,2,3,579,599,144707663
2010,39,167,2,3,12,13,1651127
2010,39,169,2,3,127,132,19907306
2010,39,171,2,3,15,15,2652506
2010,39,173,2,3,160,296,35649042
2010,39,175,2,3,32,68,8679500
2010,45,1,3,5,19,19,2617614
2010,45,3,3,5,651,697,146540619
2010,45,5,3,5,1,1,173540
2010,45,7,3,5,290,420,58868553
2010,45,9,3,5,9,9,1128950
2010,45,11,3,5,15,15,2432740
2010,45,13,3,5,244,244,92079718
2010,45,15,3,5,1090,1176,213346151
2010,45,17,3,5,32,32,5642724
2010,45,19,3,5,1201,1361,270183702
2010,45,21,3,5,91,91,8780395
2010,45,23,3,5,32,32,4687604
2010,45,25,3,5,40,42,5714589
2010,45,27,3,5,69,70,7224155
2010,45,29,3,5,11,11,11997265
2010,45,31,3,5,98,168,18312403
2010,45,33,3,5,15,15,1525326
2010,45,35,3,5,521,523,122032434
2010,45,37,3,5,40,40,7636225
2010,45,39,3,5,32,32,3639927
2010,45,41,3,5,279,308,35189804
2010,45,43,3,5,140,140,29695801
2010,45,45,3,5,1261,1304,277068687
2010,45,47,3,5,50,50,6532408
2010,45,49,3,5,14,14,2340939
2010,45,51,3,5,1400,1508,224298934
2010,45,53,3,5,128,168,33985946
2010,45,55,3,5,252,252,31236629
2010,45,57,3,5,120,120,17059511
2010,45,59,3,5,62,79,9560597
2010,45,61,3,5,11,11,1304306
2010,45,63,3,5,1174,1318,227687248
2010,45,65,3,5,24,24,5088976
2010,45,67,3,5,20,20,2214122
2010,45,69,3,5,6,6,895435
2010,45,71,3,5,69,69,20114374
2010,45,73,3,5,186,186,61683550
2010,45,75,3,5,79,79,12284220
2010,45,77,3,5,159,159,47787843
2010,45,79,3,5,1027,1274,132430139
2010,45,81,3,5,34,34,6119427
2010,45,83,3,5,562,562,70032772
2010,45,85,3,5,292,353,37677374
2010,45,87,3,5,17,17,1963733
2010,45,89,3,5,30,30,4053719
2010,45,91,3,5,918,938,206267719
2010,51,1,3,5,89,89,14707334
2010,51,3,3,5,342,631,118716573
2010,51,5,3,5,17,17,1835400
2010,51,7,3,5,44,44,7768030
2010,51,9,3,5,66,66,9811078
2010,51,11,3,5,61,61,8380945
2010,51,13,3,5,290,875,95918137
2010,51,15,3,5,128,300,31975882
2010,51,17,3,5,25,25,3876939
2010,51,19,3,5,248,317,62057042
2010,51,21,3,5,11,11,1125527
2010,51,23,3,5,66,66,11470191
2010,51,25,3,5,17,17,2914745
2010,51,27,3,5,19,21,1240400
2010,51,29,3,5,31,31,3500044
2010,51,31,3,5,106,111,20160772
2010,51,33,3,5,96,96,13965379
2010,51,35,3,5,75,75,13012712
2010,51,36,3,5,43,43,6175569
2010,51,37,3,5,24,24,2935307
2010,51,41,3,5,576,871,115836075
2010,51,43,3,5,23,23,6408000
2010,51,45,3,5,19,19,2859000
2010,51,47,3,5,93,93,19869336
2010,51,49,3,5,20,20,3609625
2010,51,51,3,5,12,12,1152900
2010,51,53,3,5,72,72,10926008
2010,51,57,3,5,25,25,4465475
2010,51,59,3,5,896,896,156264403
2010,51,61,3,5,151,151,30441206
2010,51,63,3,5,46,49,7417000
2010,51,65,3,5,87,95,16766809
2010,51,67,3,5,116,117,28737138
2010,51,69,3,5,247,247,45317828
2010,51,71,3,5,25,25,2996868
2010,51,73,3,5,102,102,17531497
2010,51,75,3,5,60,60,14065462
2010,51,77,3,5,31,31,4447100
2010,51,79,3,5,108,235,24664290
2010,51,81,3,5,26,27,2841491
2010,51,83,3,5,54,54,8508127
2010,51,85,3,5,277,283,46615897
2010,51,87,3,5,631,635,111034745
2010,51,89,3,5,36,36,5033100
2010,51,91,3,5,12,12,2206492
2010,51,93,3,5,120,256,25808645
2010,51,95,3,5,487,496,107667365
2010,51,97,3,5,25,25,3241767
2010,51,99,3,5,86,86,15141743
2010,51,101,3,5,45,45,6818710
2010,51,103,3,5,76,93,18087031
2010,51,105,3,5,48,49,5321049
2010,51,107,3,5,1862,2041,326652490
2010,51,109,3,5,163,163,29371899
2010,51,111,3,5,15,15,2533235
2010,51,113,3,5,27,27,5580000
2010,51,115,3,5,30,30,7779710
2010,51,117,3,5,100,100,15214000
2010,51,119,3,5,51,60,7766125
2010,51,121,3,5,129,169,27509926
2010,51,125,3,5,51,51,11918106
2010,51,127,3,5,146,146,23285464
2010,51,131,3,5,26,26,6416280
2010,51,133,3,5,48,48,14094010
2010,51,135,3,5,48,57,4649899
2010,51,137,3,5,54,54,8743900
2010,51,139,3,5,37,37,3987500
2010,51,141,3,5,46,47,5497126
2010,51,143,3,5,70,90,9548074
2010,51,145,3,5,70,70,16339664
2010,51,147,3,5,56,74,8074600
2010,51,149,3,5,42,42,7373587
2010,51,153,3,5,1617,2092,285705721
2010,51,155,3,5,44,44,7453959
2010,51,157,3,5,16,16,3834488
2010,51,159,3,5,28,28,5677464
2010,51,161,3,5,137,137,24533032
2010,51,163,3,5,52,52,10364900
2010,51,165,3,5,261,261,42457826
2010,51,167,3,5,41,43,5287586
2010,51,169,3,5,29,29,3627405
2010,51,171,3,5,81,90,15393097
2010,51,173,3,5,36,37,6295078
2010,51,175,3,5,45,47,8137247
2010,51,177,3,5,254,254,59010613
2010,51,179,3,5,526,530,105210075
2010,51,181,3,5,33,33,3402847
2010,51,183,3,5,15,15,2039829
2010,51,185,3,5,23,25,3591438
2010,51,187,3,5,50,50,9287500
2010,51,191,3,5,104,111,11271720
2010,51,193,3,5,52,52,9406916
2010,51,195,3,5,26,26,3257500
2010,51,197,3,5,57,71,6816000
2010,51,199,3,5,152,160,27236075
2010,51,510,3,5,71,468,48783785
2010,51,515,3,5,1,1,218500
2010,51,520,3,5,5,5,449000
2010,51,530,3,5,4,4,433000
2010,51,540,3,5,49,93,15545969
2010,51,550,3,5,751,1085,200956693
2010,51,570,3,5,6,6,548000
2010,51,580,3,5,2,2,131397
2010,51,590,3,5,70,70,7893690
2010,51,595,3,5,13,13,564500
2010,51,600,3,5,22,22,4756482
2010,51,610,3,5,24,24,7189000
2010,51,620,3,5,1,1,60000
2010,51,630,3,5,124,346,37348826
2010,51,640,3,5,6,6,593300
2010,51,650,3,5,131,134,29943934
2010,51,660,3,5,138,201,17803660
2010,51,670,3,5,31,36,3050460
2010,51,678,3,5,0,0,0
2010,51,680,3,5,122,144,23148692
2010,51,683,3,5,52,52,5600956
2010,51,685,3,5,0,0,0
2010,51,690,3,5,7,7,419212
2010,51,700,3,5,133,188,11229783
2010,51,710,3,5,180,304,46319500
2010,51,720,3,5,6,6,572618
2010,51,730,3,5,22,177,13548416
2010,51,735,3,5,14,14,3970400
2010,51,740,3,5,66,66,10576084
2010,51,750,3,5,15,30,3541813
2010,51,760,3,5,144,607,42637495
2010,51,770,3,5,53,77,14154950
2010,51,775,3,5,20,20,3070083
2010,51,790,3,5,41,41,5497154
2010,51,800,3,5,296,297,52142876
2010,51,810,3,5,539,629,106513049
2010,51,820,3,5,28,35,3663239
2010,51,830,3,5,34,34,6810100
2010,51,840,3,5,37,37,11405000
2010,54,1,3,5,8,8,736000
2010,54,3,3,5,400,400,63925152
2010,54,5,3,5,24,54,3824620
2010,54,7,3,5,1,1,2100000
2010,54,9,3,5,12,12,2223502
2010,54,11,3,5,76,124,16692004
2010,54,15,3,5,24,24,935140
2010,54,19,3,5,33,39,4890398
2010,54,21,3,5,0,0,0
2010,54,23,3,5,20,28,2568164
2010,54,25,3,5,65,102,24104363
2010,54,27,3,5,62,62,7550987
2010,54,29,3,5,9,9,1335500
2010,54,31,3,5,34,41,5111799
2010,54,33,3,5,116,116,22071961
2010,54,35,3,5,2,2,80666
2010,54,37,3,5,159,159,33906107
2010,54,39,3,5,137,148,27199015
2010,54,41,3,5,0,0,0
2010,54,43,3,5,13,13,1437000
2010,54,45,3,5,5,13,450000
2010,54,47,3,5,0,0,0
2010,54,49,3,5,5,5,409475
2010,54,51,3,5,3,3,341528
2010,54,53,3,5,2,2,365000
2010,54,55,3,5,4,8,1358245
2010,54,57,3,5,39,39,6199465
2010,54,59,3,5,0,0,0
2010,54,61,3,5,24,300,30000149
2010,54,63,3,5,0,0,0
2010,54,65,3,5,43,43,5890260
2010,54,67,3,5,4,4,560975
2010,54,69,3,5,19,22,3851581
2010,54,71,3,5,22,26,3378000
2010,54,73,3,5,9,9,1395702
2010,54,75,3,5,0,0,0
2010,54,77,3,5,1,1,76000
2010,54,79,3,5,106,119,18412124
2010,54,81,3,5,110,110,17339712
2010,54,83,3,5,12,12,2395000
2010,54,85,3,5,0,0,0
2010,54,87,3,5,30,30,1999451
2010,54,89,3,5,20,20,1871000
2010,54,91,3,5,1,1,202000
2010,54,93,3,5,11,12,900403
2010,54,95,3,5,0,0,0
2010,54,97,3,5,42,42,5374633
2010,54,99,3,5,48,85,5782160
2010,54,101,3,5,0,0,0
2010,54,103,3,5,4,10,483333
2010,54,105,3,5,11,11,668820
2010,54,107,3,5,87,126,15192061
2010,54,109,3,5,0,0,0
2010,55,1,2,3,62,62,9846338
2010,55,3,2,3,19,19,2720196
2010,55,5,2,3,79,80,12208863
2010,55,7,2,3,59,59,7998450
2010,55,9,2,3,516,988,115703140
2010,55,11,2,3,25,25,3913096
2010,55,13,2,3,62,62,9986312
2010,55,15,2,3,56,57,10904954
2010,55,17,2,3,124,130,20502535
2010,55,19,2,3,37,39,5308563
2010,55,21,2,3,98,102,18696536
2010,55,23,2,3,40,48,4625000
2010,55,25,2,3,697,1060,206844863
2010,55,27,2,3,82,144,20389806
2010,55,29,2,3,129,145,26550685
2010,55,31,2,3,88,92,11129109
2010,55,33,2,3,69,74,11012338
2010,55,35,2,3,184,227,33131168
2010,55,37,2,3,24,24,3691532
2010,55,39,2,3,125,229,28206452
2010,55,41,2,3,54,54,7066114
2010,55,43,2,3,74,93,12177983
2010,55,45,2,3,52,54,12038616
2010,55,47,2,3,37,40,6512675
2010,55,49,2,3,35,36,6879400
2010,55,51,2,3,18,18,2868822
2010,55,53,2,3,58,58,8449840
2010,55,55,2,3,137,194,31410645
2010,55,57,2,3,61,87,13563979
2010,55,59,2,3,160,248,40408074
2010,55,61,2,3,32,37,6589082
2010,55,63,2,3,223,287,36751957
2010,55,65,2,3,26,26,3645000
2010,55,67,2,3,55,55,6424090
2010,55,69,2,3,71,72,9495683
2010,55,71,2,3,80,88,17212121
2010,55,73,2,3,256,262,45568365
2010,55,75,2,3,100,109,13788584
2010,55,77,2,3,22,22,3289172
2010,55,78,2,3,4,4,406000
2010,55,79,2,3,215,1006,127068052
2010,55,81,2,3,97,174,18136038
2010,55,83,2,3,107,109,14535235
2010,55,85,2,3,135,136,24428201
2010,55,87,2,3,386,530,85316422
2010,55,89,2,3,109,121,35998486
2010,55,91,2,3,17,18,2650057
2010,55,93,2,3,87,121,17685366
2010,55,95,2,3,85,91,14350621
2010,55,97,2,3,127,138,29232806
2010,55,99,2,3,48,48,7452692
2010,55,101,2,3,169,240,39605272
2010,55,103,2,3,41,41,3884893
2010,55,105,2,3,103,111,20602216
2010,55,107,2,3,50,50,7752066
2010,55,109,2,3,138,150,26464982
2010,55,111,2,3,117,119,23922975
2010,55,113,2,3,101,101,13052822
2010,55,115,2,3,64,64,9159000
2010,55,117,2,3,67,69,17112074
2010,55,119,2,3,25,25,4906707
2010,55,121,2,3,76,92,12025091
2010,55,123,2,3,63,77,11175230
2010,55,125,2,3,131,131,24776225
2010,55,127,2,3,108,111,40703381
2010,55,129,2,3,55,59,10997900
2010,55,131,2,3,248,328,58484462
2010,55,133,2,3,445,486,151984240
2010,55,135,2,3,71,72,12266687
2010,55,137,2,3,63,68,10400682
2010,55,139,2,3,266,359,55904866
2010,55,141,2,3,87,109,13729291
2011,10,1,3,5,559,680,85574752
2011,10,3,3,5,603,695,59146139
2011,10,5,3,5,1388,1579,225447166
2011,11,1,3,5,300,4612,609367922
2011,12,1,3,5,293,444,63100147
2011,12,3,3,5,29,29,5281300
2011,12,5,3,5,288,343,41969615
2011,12,7,3,5,18,18,1058765
2011,12,9,3,5,860,882,235830397
2011,12,11,3,5,1495,2444,279497020
2011,12,13,3,5,6,6,744200
2011,12,15,3,5,307,312,52751882
2011,12,17,3,5,142,142,31508745
2011,12,19,3,5,470,475,84746003
2011,12,21,3,5,969,1320,425480492
2011,12,23,3,5,52,52,7057800
2011,12,27,3,5,95,95,14330164
2011,12,29,3,5,17,17,2147499
2011,12,31,3,5,1053,1589,231301512
2011,12,33,3,5,637,638,70671143
2011,12,35,3,5,152,152,47584088
2011,12,37,3,5,5,5,1379654
2011,12,39,3,5,81,81,13491093
2011,12,41,3,5,20,20,1055200
2011,12,43,3,5,2,2,198900
2011,12,45,3,5,45,45,10208666
2011,12,47,3,5,15,15,1300673
2011,12,49,3,5,14,14,2405075
2011,12,51,3,5,28,32,3502820
2011,12,53,3,5,140,405,32096873
2011,12,55,3,5,76,77,13693807
2011,12,57,3,5,3145,4181,1086142786
2011,12,59,3,5,19,19,3181000
2011,12,61,3,5,330,372,126231104
2011,12,63,3,5,42,43,5309692
2011,12,65,3,5,28,28,5167993
2011,12,67,3,5,4,4,879000
2011,12,69,3,5,504,517,136420296
2011,12,71,3,5,1291,1587,313138321
2011,12,73,3,5,487,883,102800557
2011,12,75,3,5,54,54,6769187
2011,12,77,3,5,12,12,1604314
2011,12,79,3,5,27,27,3367171
2011,12,81,3,5,1230,1641,258942742
2011,12,83,3,5,358,361,74066410
2011,12,85,3,5,209,224,111232099
2011,12,86,3,5,1062,2618,311632367
2011,12,87,3,5,102,135,65860550
2011,12,89,3,5,312,327,76173998
2011,12,91,3,5,748,749,194035467
2011,12,93,3,5,42,42,10680058
2011,12,95,3,5,2461,4083,855727216
2011,12,97,3,5,785,785,162857242
2011,12,99,3,5,1944,2470,716805121
2011,12,101,3,5,1019,1401,217118950
2011,12,103,3,5,342,355,89363922
2011,12,105,3,5,1086,1156,211032689
2011,12,107,3,5,36,36,5213406
2011,12,109,3,5,1431,1491,361202061
2011,12,111,3,5,276,315,49940817
2011,12,113,3,5,567,567,102900364
2011,12,115,3,5,658,744,216935353
2011,12,117,3,5,881,1120,185400367
2011,12,119,3,5,2654,2655,669081482
2011,12,121,3,5,28,28,5332387
2011,12,123,3,5,21,21,2066748
2011,12,125,3,5,9,9,843520
2011,12,127,3,5,539,1024,186654841
2011,12,129,3,5,47,47,6200300
2011,12,131,3,5,552,552,199049886
2011,12,133,3,5,23,23,2854505
2011,13,1,3,5,2,2,222223
2011,13,3,3,5,4,4,900000
2011,13,5,3,5,0,0,0
2011,13,7,3,5,0,0,0
2011,13,9,3,5,40,82,6290286
2011,13,11,3,5,1,1,125000
2011,13,13,3,5,52,119,8947971
2011,13,15,3,5,77,77,13820096
2011,13,17,3,5,16,16,1392325
2011,13,19,3,5,31,31,5580000
2011,13,21,3,5,99,308,24117548
2011,13,23,3,5,10,10,1252500
2011,13,25,3,5,17,17,1630130
2011,13,27,3,5,24,24,3532000
2011,13,29,3,5,294,434,64098675
2011,13,31,3,5,166,526,43435550
2011,13,33,3,5,23,23,2763648
2011,13,35,3,5,5,5,463575
2011,13,37,3,5,1,1,80000
2011,13,39,3,5,90,90,13571363
2011,13,43,3,5,2,3,146600
2011,13,45,3,5,113,204,15260532
2011,13,47,3,5,82,84,14167840
2011,13,49,3,5,9,9,1614438
2011,13,51,3,5,683,1057,109337016
2011,13,53,3,5,3,3,466220
2011,13,55,3,5,2,2,167900
2011,13,57,3,5,439,439,97831988
2011,13,59,3,5,90,171,20420074
2011,13,61,3,5,9,9,1209500
2011,13,63,3,5,106,106,15905052
2011,13,65,3,5,0,0,0
2011,13,67,3,5,937,1758,331300241
2011,13,69,3,5,40,40,4845494
2011,13,71,3,5,65,66,10952722
2011,13,73,3,5,1259,1265,190027003
2011,13,75,3,5,21,21,3623036
2011,13,77,3,5,329,329,98054091
2011,13,79,3,5,14,14,2581716
2011,13,81,3,5,15,15,1844910
2011,13,83,3,5,1,1,85000
2011,13,85,3,5,37,37,9608995
2011,13,87,3,5,27,27,3520757
2011,13,89,3,5,304,580,69871127
2011,13,91,3,5,13,13,878000
2011,13,93,3,5,0,0,0
2011,13,95,3,5,40,54,4898651
2011,13,97,3,5,54,54,7040464
2011,13,99,3,5,7,7,1146976
2011,13,101,3,5,3,3,243000
2011,13,103,3,5,134,134,19582977
2011,13,105,3,5,29,37,3233842
2011,13,107,3,5,5,7,477500
2011,13,109,3,5,5,8,890000
2011,13,111,3,5,107,107,19098364
2011,13,113,3,5,70,70,20582179
2011,13,115,3,5,33,109,9546202
2011,13,117,3,5,1174,1174,158485072
2011,13,119,3,5,3,3,430000
2011,13,121,3,5,989,1954,286888816
2011,13,123,3,5,47,47,6411827
2011,13,127,3,5,304,304,78178406
2011,13,129,3,5,29,29,4369479
2011,13,131,3,5,25,34,4274396
2011,13,133,3,5,63,63,24664271
2011,13,135,3,5,873,873,129727228
2011,13,137,3,5,48,112,13900686
2011,13,139,3,5,228,228,36665603
2011,13,141,3,5,12,12,1596490
2011,13,143,3,5,13,42,3712900
2011,13,145,3,5,93,93,23595625
2011,13,147,3,5,33,33,4902000
2011,13,149,3,5,11,11,1478048
2011,13,151,3,5,185,250,46914037
2011,13,153,3,5,549,653,107961831
2011,13,155,3,5,11,11,1490500
2011,13,157,3,5,116,116,16702091
2011,13,159,3,5,34,34,4554457
2011,13,161,3,5,4,4,280000
2011,13,163,3,5,17,17,1975685
2011,13,165,3,5,9,9,930000
2011,13,167,3,5,0,0,0
2011,13,169,3,5,17,17,1866000
2011,13,171,3,5,28,28,3509509
2011,13,173,3,5,21,21,1600000
2011,13,175,3,5,25,25,1649231
2011,13,177,3,5,109,109,12457077
2011,13,179,3,5,201,201,41448597
2011,13,181,3,5,30,30,5112917
2011,13,185,3,5,350,612,46587838
2011,13,187,3,5,48,48,7478680
2011,13,189,3,5,12,12,1898000
2011,13,191,3,5,75,75,9758874
2011,13,193,3,5,7,7,520000
2011,13,195,3,5,28,28,4906314
2011,13,197,3,5,7,7,627438
2011,13,199,3,5,21,21,3271367
2011,13,201,3,5,0,0,0
2011,13,205,3,5,21,21,2329018
2011,13,207,3,5,47,47,7106056
2011,13,209,3,5,8,8,1131891
2011,13,211,3,5,34,34,8496595
2011,13,213,3,5,23,23,2242528
2011,13,215,3,5,238,369,33827759
2011,13,217,3,5,54,54,7544765
2011,13,219,3,5,91,91,23901401
2011,13,221,3,5,37,37,2503902
2011,13,223,3,5,187,187,27411296
2011,13,225,3,5,69,69,8807801
2011,13,227,3,5,41,41,7809004
2011,13,229,3,5,23,23,2617696
2011,13,231,3,5,9,9,1851000
2011,13,233,3,5,22,22,3211458
2011,13,235,3,5,13,13,1017792
2011,13,237,3,5,50,50,10678403
2011,13,239,3,5,3,3,165000
2011,13,241,3,5,64,80,23832351
2011,13,243,3,5,0,0,0
2011,13,245,3,5,267,267,46287451
2011,13,247,3,5,30,30,8953016
2011,13,249,3,5,0,0,0
2011,13,251,3,5,7,7,1228931
2011,13,253,3,5,12,12,2131724
2011,13,255,3,5,110,110,14547184
2011,13,257,3,5,4,4,352100
2011,13,259,3,5,0,0,0
2011,13,261,3,5,25,25,4027676
2011,13,263,3,5,6,6,930000
2011,13,265,3,5,2,2,259685
2011,13,267,3,5,23,23,3373499
2011,13,269,3,5,9,9,1265929
2011,13,271,3,5,1,1,207600
2011,13,273,3,5,20,20,1899772
2011,13,275,3,5,78,134,22362794
2011,13,277,3,5,40,50,4689982
2011,13,279,3,5,12,75,5749118
2011,13,281,3,5,64,64,11457526
2011,13,283,3,5,13,13,2331966
2011,13,285,3,5,95,95,16008639
2011,13,287,3,5,8,8,1154000
2011,13,289,3,5,10,10,650000
2011,13,291,3,5,59,59,10662144
2011,13,293,3,5,18,18,1733410
2011,13,295,3,5,82,86,8590826
2011,13,297,3,5,38,38,4842200
2011,13,299,3,5,75,75,9244605
2011,13,301,3,5,0,0,0
2011,13,303,3,5,12,13,746093
2011,13,305,3,5,2,3,345000
2011,13,309,3,5,0,0,0
2011,13,311,3,5,22,22,3915840
2011,13,313,3,5,40,40,4622042
2011,13,317,3,5,9,9,1395674
2011,13,319,3,5,1,1,158060
2011,13,321,3,5,23,23,2700000
2011,17,1,2,3,49,50,7901933
2011,17,3,2,3,1,1,135000
2011,17,5,2,3,24,24,3805746
2011,17,7,2,3,25,26,4128284
2011,17,9,2,3,0,0,0
2011,17,11,2,3,22,22,4049726
2011,17,13,2,3,11,11,1880000
2011,17,15,2,3,23,23,3853000
2011,17,17,2,3,3,3,400000
2011,17,19,2,3,201,487,64275875
2011,17,21,2,3,34,34,4649012
2011,17,23,2,3,4,4,388000
2011,17,25,2,3,6,6,1071000
2011,17,27,2,3,93,98,16202122
2011,17,29,2,3,17,24,3648415
2011,17,31,2,3,887,3436,604377539
2011,17,33,2,3,38,38,5700000
2011,17,35,2,3,1,1,110000
2011,17,37,2,3,31,40,6515842
2011,17,39,2,3,14,14,2375000
2011,17,41,2,3,12,12,1863784
2011,17,43,2,3,591,605,213464235
2011,17,45,2,3,3,3,495000
2011,17,49,2,3,29,32,6824085
2011,17,51,2,3,3,3,360000
2011,17,53,2,3,13,18,1972000
2011,17,55,2,3,10,10,694909
2011,17,57,2,3,39,39,5820000
2011,17,61,2,3,1,1,190000
2011,17,63,2,3,71,115,12637095
2011,17,65,2,3,0,0,0
2011,17,67,2,3,2,2,425000
2011,17,69,2,3,0,0,0
2011,17,71,2,3,6,6,334000
2011,17,73,2,3,38,41,7204375
2011,17,75,2,3,22,25,3041346
2011,17,77,2,3,25,83,4725548
2011,17,79,2,3,0,0,0
2011,17,81,2,3,0,0,0
2011,17,83,2,3,36,76,5944951
2011,17,85,2,3,34,34,9480661
2011,17,87,2,3,2,3,317182
2011,17,89,2,3,451,477,95584140
2011,17,91,2,3,55,62,11641705
2011,17,93,2,3,169,169,27769930
2011,17,95,2,3,31,31,6209300
2011,17,97,2,3,426,628,143625786
2011,17,99,2,3,61,117,16492003
2011,17,101,2,3,0,0,0
2011,17,103,2,3,15,69,6014119
2011,17,105,2,3,23,24,4482990
2011,17,107,2,3,15,16,2474000
2011,17,109,2,3,7,19,1365000
2011,17,111,2,3,313,419,61061726
2011,17,113,2,3,263,620,62498550
2011,17,115,2,3,73,84,11931241
2011,17,117,2,3,29,30,5717610
2011,17,119,2,3,328,527,89912166
2011,17,121,2,3,4,4,617288
2011,17,123,2,3,11,11,2313622
2011,17,125,2,3,8,8,1011500
2011,17,127,2,3,2,2,146000
2011,17,129,2,3,22,22,4870550
2011,17,131,2,3,13,13,1640545
2011,17,133,2,3,93,94,20601846
2011,17,135,2,3,26,26,4349490
2011,17,137,2,3,5,5,636538
2011,17,139,2,3,25,32,3035425
2011,17,141,2,3,24,28,5513000
2011,17,143,2,3,203,219,53057701
2011,17,145,2,3,51,51,8531693
2011,17,147,2,3,13,13,3072000
2011,17,149,2,3,16,16,2417100
2011,17,151,2,3,0,0,0
2011,17,153,2,3,4,4,350000
2011,17,155,2,3,14,14,1892960
2011,17,157,2,3,49,69,6753500
2011,17,159,2,3,8,8,1155577
2011,17,161,2,3,104,107,17386466
2011,17,163,2,3,503,673,107086630
2011,17,165,2,3,0,0,0
2011,17,167,2,3,281,369,66849538
2011,17,173,2,3,27,27,4650000
2011,17,175,2,3,2,2,375000
2011,17,177,2,3,10,10,1606576
2011,17,179,2,3,155,155,36928598
2011,17,181,2,3,14,14,1854342
2011,17,183,2,3,11,12,2036000
2011,17,185,2,3,1,1,64375
2011,17,187,2,3,11,11,2323320
2011,17,189,2,3,32,34,5014586
2011,17,191,2,3,0,0,0
2011,17,193,2,3,0,0,0
2011,17,195,2,3,45,45,7335597
2011,17,197,2,3,532,538,129068721
2011,17,199,2,3,105,205,19037762
2011,17,201,2,3,91,142,19773464
2011,17,203,2,3,80,83,16658734
2011,18,1,2,3,38,38,5936545
2011,18,3,2,3,641,657,116690747
2011,18,5,2,3,178,178,36629819
2011,18,7,2,3,7,7,1499000
2011,18,9,2,3,5,5,600280
